##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.211 - Relações Diplomáticas";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infra-Estrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.601 - Promoção da Produção Vegetal";"20.602 - Promoção da Produção Animal";"20.603 - Defesa Sanitária Vegetal";"20.604 - Defesa Sanitária Animal";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Petróleo";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Áreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intra-Orçamentárias)";"Despesas (Intra-Orçamentárias)"
Prefeitura Municipal de Novo Cruzeiro - MG;3145307;MG;31715;1476060.78;989975.41;0;486085.37;72671.21;0;72671.21;0;259276.51;0;0;259276.51;2236827.35;0;1749581.02;389990.19;35731.62;0;0;0;0;0;0;14600.00;46924.52;0;0;0;0;1967282.00;61730.69;0;0;1905551.31;0;0;0;0;2305321.29;6398.25;0;428852.34;1013394.02;856676.68;0;0;0;0;0;0;10347226.57;6924435.41;1100342.92;277922.28;75549.43;189185.11;0;1779791.42;0;0;0;0;0;0;14184496.98;12209418.01;0;0;290778.39;1042626.73;0;0;0;641673.85;1043474.63;0;1043474.63;0;0;0;0;0;0;1340763.32;274200.05;1066563.27;0;0;98697.17;98697.17;0;0;615060.88;111177.60;503883.28;0;66376.60;66376.60;0;0;0;0;0;0;0;0;0;0;1055429.94;69813.16;0;0;0;153314.41;602998.73;0;229303.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18150.60;0;18150.60;0;0;0;0;0;0;1583522.75;0;1582254.35;0;0;0;1268.40;517305.04;0;517305.04;0;0;1659217.70;0;0;321716.91;0;0;0;0;1337500.79;40847161.32;0
Prefeitura Municipal de Portão - RS;4314803;RS;33212;2619395.76;2619395.76;0;0;0;0;0;0;0;0;0;0;13770726.61;0;13770726.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2598832.58;0;0;989612.51;1609220.07;0;5315129.11;595140.30;4366336.23;353652.58;0;0;10894205.46;7710579.04;393205.42;2378423.83;17788.32;0;0;394208.85;0;0;0;0;0;0;14885310.86;12872848.12;0;0;0;2012462.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1994812.79;0;0;1994812.79;0;0;0;0;0;0;0;0;0;0;0;0;669560.87;0;0;0;0;0;643368.75;0;26192.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1712853.05;0;1712853.05;0;0;843976.16;0;0;843976.16;0;0;0;0;0;55304803.25;2305229.18
Prefeitura Municipal de Celso Ramos - SC;4204152;SC;2792;442292.05;442292.05;0;0;0;0;0;0;0;0;0;0;1479357.15;0;1479357.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1031949.59;0;45407.12;197229.96;789312.51;0;0;0;0;0;0;0;2369253.71;2354299.62;0;0;14954.09;0;0;0;0;0;0;0;0;0;3474049.06;2499485.82;2521.08;0;0;424758.45;0;0;465560.00;81723.71;0;0;0;0;1400.00;0;0;0;1400.00;680668.76;0;630525.18;0;50143.58;0;0;0;0;19712.19;0;19712.19;0;0;0;0;0;0;0;0;0;0;0;0;0;1016041.93;723541.93;0;0;0;0;292500.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1106705.89;0;1106705.89;0;0;0;0;291294.12;0;244814.27;46479.85;0;626123.63;0;0;0;0;0;626123.63;0;0;12538848.08;0
Prefeitura Municipal de Buerarema - BA;2904704;BA;19311;0;0;0;0;1142526.28;1100926.08;41600.20;0;0;0;0;0;4269680.68;72264.00;4190216.68;0;0;7200.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;827304.83;0;0;44676.81;781953.22;674.80;0;0;0;0;0;0;4982505.14;4964058.54;0;0;18446.60;0;0;0;0;0;0;0;0;0;10572433.02;10572433.02;0;0;0;0;0;0;0;0;33309.20;0;33309.20;0;0;0;0;0;0;2776457.43;2776457.43;0;0;0;124610.24;0;124610.24;0;20771.60;0;20771.60;0;12718.98;0;0;0;12718.98;0;0;0;0;0;0;0;183661.80;0;0;0;0;78211.84;0;0;105449.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225792.74;0;225792.74;0;0;5310.48;0;0;0;0;0;5310.48;12410.51;0;12410.51;0;0;1701840.91;0;0;1701840.91;0;0;0;0;0;26891333.84;0
Prefeitura Municipal de Ribeirão Cascalheira - MT;5107180;MT;9316;0;817696.58;0;0;0;0;0;0;0;0;0;0;0;0;2052332.03;1293841.05;0;0;0;0;0;0;0;0;65588.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114762.23;379653.57;0;0;0;499824.77;0;0;0;0;327513.88;4321591.86;0;0;0;0;0;0;0;0;0;0;0;0;4942833.55;30000.00;0;251663.51;282257.11;0;0;0;354327.34;0;0;0;0;0;0;0;0;0;0;597800.10;0;0;0;0;0;0;0;0;0;520081.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174595.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1320328.44;0;0;0;0;0;103937.02;0;0;0;0;0;0;0;0;0;0;0;0;18450628.78;0
Prefeitura Municipal de Valença do Piauí - PI;2211308;PI;20541;904512.86;904512.86;0;0;0;0;0;0;0;0;0;0;3812959.72;0;3413762.10;312300.83;86896.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1002578.50;12665.20;0;89784.66;900128.64;0;0;0;0;0;0;0;7284293.10;7284293.10;0;0;0;0;0;0;104430.44;104430.44;0;0;0;0;11796212.97;11142390.89;30400.00;1200.00;0;622222.08;0;0;0;0;733507.84;0;733507.84;0;1500.00;0;1500.00;0;0;1934550.71;1934550.71;0;0;0;0;0;0;0;466850.87;0;466850.87;0;64928.28;64928.28;0;0;0;0;0;0;0;0;0;0;584050.82;0;0;46933.16;0;537117.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9955.00;0;0;0;0;9955.00;0;0;0;0;0;0;0;0;0;0;68488.84;0;68488.84;0;0;0;0;73293.04;0;73293.04;0;0;64420.59;0;0;64420.59;0;0;0;0;0;28906533.58;0
Prefeitura Municipal de Ipubi - PE;2607307;PE;30037;1217629.04;1217629.04;0;0;0;0;0;0;278663.19;278663.19;0;0;3355879.56;645286.48;115432.95;660112.90;716919.47;0;0;0;61432.31;62526.58;0;0;1094168.87;0;0;0;0;0;0;0;0;0;0;0;0;0;2549026.46;267221.58;0;58000.00;1877886.41;345918.47;4334170.27;616520.39;3717649.88;0;0;0;12463091.72;10386708.75;302652.34;435980.89;1181004.45;19508.06;0;137237.23;0;0;0;0;0;0;18605343.74;12317849.95;0;0;0;669254.29;29304.36;0;0;5588935.14;845014.57;0;845014.57;0;0;0;0;0;0;3463607.86;0;3463607.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1881308.41;674418.90;0;0;0;0;0;0;1206889.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;733233.13;0;733233.13;0;0;0;0;69207.93;0;69207.93;0;0;0;0;0;0;0;0;0;0;0;49796175.88;0
Prefeitura Municipal de Araçagi - PB;2500809;PB;17252;829490.19;829490.19;0;0;0;0;0;0;0;0;0;0;4695596.88;0;3121963.36;417495.56;0;0;0;0;0;0;0;0;1156137.96;0;0;0;0;0;0;0;0;0;0;0;0;0;747598.74;0;0;29273.54;81224.66;637100.54;0;0;0;0;0;0;5995844.34;2523840.27;3389083.73;0;8091.39;74828.95;0;0;0;0;0;0;0;0;10794905.69;10539012.30;0;0;0;255893.39;0;0;0;0;201083.39;0;201083.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62209.17;0;62209.17;0;0;0;0;0;0;0;0;0;189825.12;0;0;0;0;0;0;0;189825.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54605.94;0;0;54605.94;0;0;0;0;0;91188.00;0;91188.00;0;0;0;0;65143.92;0;65143.92;0;0;1944157.03;0;1020337.61;0;0;0;189051.90;0;734767.52;25671648.41;0
Prefeitura Municipal de Castelo - ES;3201407;ES;37331;2556424.70;2556424.70;0;0;492671.71;0;492671.71;0;0;0;0;0;7017953.51;321950.74;5509487.98;829499.69;0;0;0;0;0;0;0;274518.80;82496.30;0;0;0;0;49680.48;46940.00;2740.48;0;0;0;0;0;0;3426922.86;142262.26;132405.60;243751.67;1427727.37;1480775.96;3293162.67;61858.41;1699858.54;0;1531445.72;0;19131301.63;7650930.90;9747579.76;0;5255.29;661426.91;0;1066108.77;0;0;0;0;0;0;25975594.90;14034952.32;107973.00;0;0;6591846.08;0;0;122953.88;5117869.62;429394.72;20347.01;409047.71;0;17036.23;0;17036.23;0;0;3407682.47;17070.61;1255827.21;0;2134784.65;32870.65;0;15961.01;16909.64;13973.17;0;13973.17;0;477972.30;3302.80;0;0;0;0;474669.50;0;0;0;0;0;2194287.58;638260.50;11230.36;0;0;0;6242.00;48961.00;1489593.72;0;0;0;0;0;0;0;0;0;0;0;210932.13;0;0;0;0;210932.13;0;0;0;0;0;873155.90;734987.22;138168.68;0;0;859564.69;0;859564.69;0;0;0;0;1395730.87;197023.85;1198707.02;0;0;967837.78;0;0;98679.39;0;0;869158.39;0;0;72824150.95;0
Prefeitura Municipal de Ribeirópolis - SE;2806008;SE;18071;1171431.20;1171431.20;0;0;346864.70;29488.27;0;317376.43;0;0;0;0;4259946.77;0;3549373.27;260746.25;98220.00;0;0;0;0;0;0;0;351607.25;0;0;0;0;0;0;0;0;0;0;0;0;0;1555344.23;0;0;0;857552.85;697791.38;0;0;0;0;0;0;6917436.73;0;0;0;0;0;0;6917436.73;0;0;0;0;0;0;10378469.47;8745323.01;0;0;0;376420.60;0;0;0;1256725.86;0;0;0;0;0;0;0;0;0;2233978.52;326785.89;267815.37;0;1639377.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;718482.02;94930.59;0;0;0;0;0;0;623551.43;0;0;0;0;0;0;0;0;0;0;0;223189.70;0;0;0;0;223189.70;0;0;0;0;0;0;0;0;0;0;430518.26;0;430518.26;0;0;0;0;645882.06;0;0;342830.60;303051.46;0;0;0;0;0;0;0;0;0;28881543.66;0
Prefeitura Municipal de Rio das Flores - RJ;3304508;RJ;8783;1383746.85;451402.92;0;932343.93;0;0;0;0;0;0;0;0;5561894.53;0;4613839.83;935052.90;0;0;0;0;0;0;0;13001.80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1364957.88;16542.53;0;107406.93;1241008.42;0;458829.96;0;227445.95;231384.01;0;0;10008785.54;6321443.87;3018660.28;322513.24;0;227752.79;0;118415.36;0;0;0;0;0;0;11180864.53;9462566.73;0;0;223621.55;1339276.52;0;8106.00;0;147293.73;1211464.22;0;1211464.22;0;0;0;0;0;0;4398053.97;0;4398053.97;0;0;929306.62;0;929306.62;0;960187.43;0;960187.43;0;1160622.61;881598.90;0;0;0;0;279023.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301436.98;0;0;0;15000.00;2519.00;283917.98;208029.80;0;0;208029.80;0;0;0;0;0;0;0;0;0;0;0;0;1154513.22;0;1154513.22;0;0;464349.70;0;0;356469.44;0;0;107880.26;0;0;40747043.84;0
Prefeitura Municipal de Dores de Campos - MG;3123007;MG;9805;470805.80;470805.80;0;0;56558.78;0;56558.78;0;0;0;0;0;931450.89;0;760526.27;65652.24;84746.65;20525.73;0;0;0;0;0;0;0;0;0;0;0;46538.04;46538.04;0;0;0;0;0;0;0;246129.28;0;14765.85;45860.91;81259.15;104243.37;560530.95;0;560530.95;0;0;0;3287201.51;692135.56;2028908.23;78387.32;18136.76;29725.16;5488.25;434420.23;127286.57;127286.57;0;0;0;0;3762266.01;3280607.63;0;0;0;338627.42;0;1068.65;0;141962.31;100134.66;0;31237.50;68897.16;0;0;0;0;0;1244142.84;471994.04;0;0;772148.80;0;0;0;0;267049.84;0;267049.84;0;9739.00;9739.00;0;0;0;0;0;0;0;0;0;0;69188.67;0;0;0;0;0;0;0;69188.67;0;0;0;0;0;0;0;0;0;0;0;487321.17;0;0;0;0;487321.17;0;10734.75;0;0;10734.75;141823.99;0;141823.99;0;0;134116.84;0;4300.00;0;0;0;129816.84;64771.56;7440.00;3910.37;0;53421.19;106671.50;0;0;0;0;0;106671.50;0;0;12124462.65;0
Prefeitura Municipal de Boa Vista do Cadeado - RS;4302220;RS;2520;534811.75;534811.75;0;0;0;0;0;0;0;0;0;0;2235326.24;0;1390558.23;466565.03;0;0;0;0;0;0;0;0;378202.98;0;0;0;0;18401.22;0;18401.22;0;0;0;0;0;0;513342.46;6914.25;5874.13;69101.39;431452.69;0;0;0;0;0;0;0;3559074.93;1577374.45;1213566.61;0;39676.22;104621.76;0;623835.89;0;0;0;0;0;0;3121969.64;2449135.19;69539.87;122167.07;113823.46;277827.02;0;0;0;89477.03;109353.14;0;109353.14;0;0;0;0;0;0;572080.96;253393.25;8348.36;0;310339.35;7329.44;2025.00;5304.44;0;85826.69;16386.68;69440.01;0;155617.92;0;155617.92;0;0;0;0;0;0;0;0;0;833705.57;371186.59;200422.01;0;0;0;150522.44;0;111574.53;0;0;0;0;0;0;0;0;0;0;0;55372.32;0;0;0;0;55372.32;0;0;0;0;0;0;0;0;0;0;697278.60;0;697278.60;0;0;0;0;161595.79;0;161595.79;0;0;472833.99;0;0;0;0;0;472833.99;0;0;13133920.66;0
Prefeitura Municipal de São João da Ponte - MG;3162401;MG;25961;1385094.52;1385094.52;0;0;0;0;0;0;0;0;0;0;9962861.97;0;8875970.50;1086891.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1104289.03;0;0;0;1104289.03;0;0;0;0;0;0;0;7595347.98;7595347.98;0;0;0;0;0;0;0;0;0;0;0;0;13389042.67;13389042.67;0;0;0;0;0;0;0;0;655047.15;0;655047.15;0;0;0;0;0;0;470155.30;0;470155.30;0;0;0;0;0;0;178957.23;0;178957.23;0;0;0;0;0;0;0;0;0;0;0;0;0;158028.87;0;0;0;0;0;158028.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259756.09;0;259756.09;0;0;0;0;500.00;0;0;500.00;0;583093.63;0;0;0;0;0;583093.63;0;0;35742174.44;0
Prefeitura Municipal de Coivaras - PI;2202737;PI;3901;359867.69;359867.69;0;0;0;0;0;0;0;0;0;0;2797166.36;44470.51;2542392.47;35587.40;23400.00;0;0;0;0;0;0;32544.00;118771.98;0;0;0;0;0;0;0;0;0;0;0;0;0;288686.76;0;0;41663.73;247023.03;0;0;0;0;0;0;0;1689695.14;1688063.18;1631.96;0;0;0;0;0;0;0;0;0;0;0;3820833.21;3772531.07;0;0;0;48302.14;0;0;0;0;81442.25;0;81442.25;0;0;0;0;0;0;244178.55;244178.55;0;0;0;55151.40;0;55151.40;0;60787.90;0;60787.90;0;5278.68;0;0;0;5278.68;0;0;0;0;0;0;0;16128.00;0;16128.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11200.00;0;11200.00;0;0;0;0;0;0;77124.07;0;77124.07;0;0;0;0;5418.08;0;5418.08;0;0;126986.53;0;0;126986.53;0;0;0;0;0;9639944.62;0
Prefeitura Municipal de Douradina - MS;5003504;MS;5616;0;0;0;0;0;0;0;0;0;0;0;0;3857686.15;282370.48;3575315.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;848892.63;22666.04;0;29798.51;796428.08;0;1014798.69;0;922186.84;0;0;92611.85;3092514.50;3092199.35;0;0;315.15;0;0;0;2647.41;0;0;0;2647.41;0;3469917.38;2668440.53;0;0;0;681117.02;0;0;0;120359.83;0;0;0;0;6691.25;0;0;6691.25;0;931845.83;637082.12;224320.93;0;70442.78;16000.00;16000.00;0;0;0;0;0;0;19813.75;19813.75;0;0;0;0;0;0;0;0;0;0;15058.11;15058.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;681437.75;0;681437.75;0;0;0;0;69431.94;0;69431.94;0;0;0;0;0;0;0;0;0;0;0;14026735.39;0
Prefeitura Municipal de Santo Antônio dos Lopes - MA;2110302;MA;14289;0;0;0;0;0;0;0;0;0;0;0;0;8654078.88;230000.00;8424078.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1641166.87;0;0;0;1641166.87;0;0;0;0;0;0;0;15619321.03;13963554.81;1288500.00;0;367266.22;0;0;0;0;0;0;0;0;0;29582710.30;25693538.78;0;0;0;3889171.52;0;0;0;0;2330450.00;0;2330450.00;0;0;0;0;0;0;9672296.95;6871696.95;2800600.00;0;0;0;0;0;0;1302555.27;1302555.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1147341.43;0;0;0;0;1147341.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1512440.00;0;1512440.00;0;0;5872592.32;0;5872592.32;0;0;0;0;242500.00;0;0;242500.00;0;0;0;0;0;0;0;0;0;0;77577453.05;0
Prefeitura Municipal de Córrego Fundo - MG;3119955;MG;6110;655354.18;488595.99;0;166758.19;0;0;0;0;0;0;0;0;3420877.09;0;2364268.27;827342.54;67882.48;0;0;0;0;0;0;0;161383.80;0;0;0;0;18460.24;18460.24;0;0;0;0;0;0;0;260224.64;5000.00;0;170671.45;84553.19;0;0;0;0;0;0;0;3666571.49;2051767.68;0;0;21601.07;0;0;1593202.74;0;0;0;0;0;0;3319802.31;2318042.62;0;58193.61;87151.90;567952.13;0;40000.00;0;248462.05;13157.09;0;13157.09;0;0;0;0;0;0;1384565.11;1173708.22;210856.89;0;0;0;0;0;0;899419.33;0;596102.99;303316.34;26371.59;0;0;0;0;0;26371.59;26371.59;0;0;26371.59;0;23927.65;23927.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1241.70;1241.70;0;0;0;0;0;6024.01;0;6024.01;0;131634.73;0;131634.73;0;0;0;0;0;0;0;0;0;74693.56;0;11243.42;63450.14;0;216547.99;0;0;0;0;0;216547.99;0;0;14145244.30;0
Prefeitura Municipal de Xique-Xique - BA;2933604;BA;48100;2176425.66;2176425.66;0;0;75862.15;75862.15;0;0;0;0;0;0;7521583.10;0;873387.26;3927757.78;121150.82;0;0;0;0;0;0;0;2599287.24;0;0;0;0;0;0;0;0;0;0;0;0;0;1968296.64;0;0;73092.37;316815.90;1578388.37;0;0;0;0;0;0;11163332.79;3493916.99;96960.00;179189.00;8000.00;553353.19;0;6831913.61;0;0;0;0;0;0;39482737.06;33152759.26;0;0;0;1155161.73;234847.99;0;0;4939968.08;48623.60;0;48623.60;0;0;0;0;0;0;6136506.22;23545.86;1528774.29;0;4584186.07;0;0;0;0;1999071.98;0;0;1999071.98;234568.32;0;0;0;0;0;234568.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215777.13;0;0;0;215777.13;377384.93;0;0;0;0;0;377384.93;0;0;71400169.58;0
Prefeitura Municipal de Colatina - ES;3201506;ES;120677;4092193.55;4092193.55;0;0;0;0;0;0;694945.57;0;694945.57;0;29789589.19;121932.87;10325243.88;1197650.60;80271.00;0;819114.19;0;286985.17;96837.29;0;607197.70;16254356.49;0;0;0;0;639399.15;0;0;0;639399.15;0;0;0;0;6076878.74;80000.00;0;2064782.07;1769045.92;2163050.75;0;0;0;0;0;0;70609954.52;50580153.27;9092617.47;564134.77;42458.94;5374078.14;0;4956511.93;0;0;0;0;0;0;72082472.96;41769911.62;1783566.99;0;0;21619727.16;20911.65;806757.50;0;6081598.04;1595954.49;307495.37;472445.22;816013.90;673625.20;0;660112.70;0;13512.50;16685283.17;15653976.00;33479.97;0;997827.20;54597.10;0;5223.84;49373.26;36656723.32;0;10843401.72;25813321.60;317720.61;317720.61;0;0;0;0;0;0;0;0;0;0;1519906.16;89435.20;0;0;0;40840.00;637830.36;0;751800.60;0;0;0;0;0;0;0;0;0;0;0;358227.57;156771.20;0;0;0;30000.00;171456.37;0;0;0;0;0;0;0;0;0;3365709.41;0;2282273.15;0;0;0;1083436.26;2125679.88;2072267.44;53412.44;0;0;10099581.55;0;0;4129523.95;46703.71;0;4857607.64;0;1065746.25;257438442.14;0
Prefeitura Municipal de Bacabal - MA;2101202;MA;101851;0;0;0;0;0;0;0;0;295051.99;295051.99;0;0;13836947.58;0;9100336.57;4392978.05;0;0;0;0;0;0;0;343632.96;0;0;0;0;0;448456.29;448456.29;0;0;0;0;0;0;0;2987408.39;78896.50;0;341710.81;2566801.08;0;0;0;0;0;0;0;41696334.03;16475797.78;25185381.55;0;24914.70;0;9300.00;940.00;359395.80;359395.80;0;0;0;0;38329919.39;27563959.28;1500877.53;0;0;5905141.82;0;29.60;0;3359911.16;1794151.64;0;1794151.64;0;0;0;0;0;0;9080118.69;6857857.69;2222261.00;0;0;0;0;0;0;0;0;0;0;266652.15;266652.15;0;0;0;0;0;0;0;0;0;0;28776.33;0;0;0;0;19500.00;0;0;9276.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;446601.46;0;446601.46;0;0;0;0;814543.39;0;0;0;814543.39;2268348.48;0;0;1866402.95;0;0;401945.53;0;0;112652705.61;0
