##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.211 - Relações Diplomáticas";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infraestrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.608 - Promoção da Produção Agropecuária";"20.609 - Defesa Agropecuária";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Combustíveis Minerais";"25.754 - Biocombustíveis";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Aéreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Outras Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intraorçamentárias)";"Despesas (Intraorçamentárias)"
Prefeitura Municipal de Portão - RS;4314803;RS;33615;2850606.64;2850606.64;0;0;0;0;0;0;0;0;0;0;14472444.04;0;14472444.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3014996.21;0;0;874664.77;2140331.44;0;6552123.19;487498.07;5663229.20;401395.92;0;0;12087418.31;8448624.56;371280.76;2605927.54;60994.53;0;0;600590.92;0;0;0;0;0;0;18737187.23;15799083.42;0;0;0;2938103.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1544.03;0;1544.03;0;0;0;0;0;1861998.38;0;1861998.38;0;0;0;0;0;0;0;0;0;488474.11;0;455798.86;0;0;0;32675.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1322892.30;0;1322892.30;0;0;1929039.70;0;0;1929039.70;0;0;0;0;0;63318724.14;3198420.83
Prefeitura Municipal de Buerarema - BA;2904704;BA;19297;1247688.83;1247688.83;0;0;0;0;0;0;0;0;0;0;4772072.95;9241.80;1525488.23;3232896.26;4446.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1043781.91;0;0;219508.13;352558.74;471715.04;0;0;0;0;0;0;5764103.05;2192227.39;0;0;45000.88;60851.77;0;3466023.01;0;0;0;0;0;0;11461766.24;8234471.82;0;0;0;421053.09;626317.55;0;0;2179923.78;361151.03;0;227500.00;133651.03;0;0;0;0;0;4190070.88;0;0;2127257.21;2062813.67;0;0;0;0;0;0;0;0;58036.58;0;0;0;0;0;58036.58;0;0;0;0;0;159158.65;7399.47;0;0;0;0;151759.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151000.00;0;151000.00;0;0;0;0;0;0;0;0;0;0;0;29208830.12;0
Prefeitura Municipal de Celso Ramos - SC;4204152;SC;2784;537305.97;537305.97;0;0;0;0;0;0;0;0;0;0;2052113.94;0;2052113.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14839.00;0;14839.00;0;0;0;0;0;0;981150.81;0;7397.25;27883.17;945870.39;0;0;0;0;0;0;0;2786779.25;2763852.57;0;0;22926.68;0;0;0;0;0;0;0;0;0;4061521.62;3516958.23;29661.85;0;0;514901.54;0;0;0;0;0;0;0;0;134757.97;0;0;0;134757.97;842782.50;0;842782.50;0;0;407826.87;0;0;407826.87;0;0;0;0;24.22;0;24.22;0;0;0;0;0;0;0;0;0;1167430.44;0;0;0;0;0;1167430.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1758803.85;0;1758803.85;0;0;0;0;301688.68;0;289637.26;12051.42;0;801579.86;0;0;0;0;0;801579.86;0;0;15848604.98;0
Prefeitura Municipal de Ipubi - PE;2607307;PE;29338;1488537.20;1488537.20;0;0;0;0;0;0;168309.06;168309.06;0;0;3403845.55;706035.08;144757.06;545262.44;861433.37;0;0;0;122594.66;51277.30;0;0;972485.64;0;0;0;0;0;0;0;0;0;0;0;0;0;2080426.62;222122.80;2556.00;60311.00;1638085.54;157351.28;6460015.89;1526533.46;4933482.43;0;0;0;14954996.08;10217489.97;3795371.22;412705.66;187480.41;50063.96;0;291884.86;0;0;0;0;0;0;23402787.87;16540409.44;0;0;0;995842.54;450.00;0;0;5866085.89;1127973.00;0;1127973.00;0;0;0;0;0;0;4441577.84;0;4441577.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2003816.60;472079.34;0;0;331080.24;0;1200657.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;839265.38;0;839265.38;0;0;0;0;137410.15;0;137410.15;0;0;0;0;0;0;0;0;0;0;0;60508961.24;0
Prefeitura Municipal de Araçagi - PB;2500809;PB;17186;990269.51;990269.51;0;0;0;0;0;0;0;0;0;0;4392738.63;0;3439181.45;685650.53;0;0;0;0;0;0;0;0;267906.65;0;0;0;0;0;0;0;0;0;0;0;0;0;871332.48;0;0;126227.25;345664.86;399440.37;0;0;0;0;0;0;7829811.46;3390404.22;3737698.69;0;0;124802.67;0;576905.88;4900.00;0;4900.00;0;0;0;12187900.01;12041966.88;0;0;0;145933.13;0;0;0;0;202097.93;0;133681.30;68416.63;0;0;0;0;0;14700.00;14700.00;0;0;0;60000.00;0;60000.00;0;0;0;0;0;200439.81;0;200439.81;0;0;0;0;0;0;0;0;0;375923.42;0;0;0;3060.00;0;372863.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35518.00;0;0;35518.00;0;0;0;0;0;0;73636.00;0;73636.00;0;0;0;0;188353.33;0;188353.33;0;0;2005748.04;1373650.87;0;0;0;0;227321.35;0;404775.82;29433368.62;0
Prefeitura Municipal de Valença do Piauí - PI;2211308;PI;20555;1132209.77;1132209.77;0;0;0;0;0;0;0;0;0;0;5133036.57;0;4728978.04;305030.25;99028.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1142519.90;510.00;15724.12;365027.11;761258.67;0;0;0;0;0;0;0;8220810.83;8220810.83;0;0;0;0;0;0;58628.09;58628.09;0;0;0;0;13665427.30;12690346.33;0;0;0;967817.57;7263.40;0;0;0;623553.15;0;623553.15;0;0;0;0;0;0;2759262.06;2759262.06;0;0;0;0;0;0;0;106383.42;78000.00;28383.42;0;123990.67;123990.67;0;0;0;0;0;0;0;0;0;0;439728.82;404809.83;0;0;148.99;34770.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71008.00;0;71008.00;0;0;0;0;318412.38;0;66374.29;252038.09;0;92103.86;0;0;92103.86;0;0;0;0;0;33887074.82;0
Prefeitura Municipal de Castelo - ES;3201407;ES;37582;2611892.91;2611892.91;0;0;854337.10;0;854337.10;0;0;0;0;0;10592980.63;356027.62;8444146.01;1283314.75;0;0;0;0;0;22572.99;0;254319.26;232600.00;0;0;0;0;1954.00;0;1954.00;0;0;0;0;0;0;3218849.40;0;55371.80;168356.77;843236.26;2151884.57;1673998.96;18530.03;0;0;1655468.93;0;20016478.63;8051269.60;9675485.84;508442.18;4128.69;907225.31;0;869927.01;0;0;0;0;0;0;27085365.66;14906076.75;1160343.48;0;1959.64;6235967.49;0;0;2922872.40;1858145.90;273562.11;0;273562.11;0;16037.76;0;16037.76;0;0;6226835.43;1072990.18;5076515.25;77330.00;0;68018.67;0;68018.67;0;0;0;0;0;601074.57;0;0;0;0;0;601074.57;0;0;0;0;0;2336028.34;0;713699.89;21232.44;5000.00;0;1596096.01;0;0;0;0;0;0;0;0;0;0;0;543054.65;0;40000.00;0;0;503054.65;0;61760.97;61760.97;0;0;1402636.03;1402636.03;0;0;0;0;783267.88;0;783267.88;0;0;0;0;1105428.08;87000.00;996466.08;21962.00;0;1652985.17;0;0;713314.56;0;0;939670.61;0;0;81126546.95;0
Prefeitura Municipal de Ribeirópolis - SE;2806008;SE;18218;1419221.25;1419221.25;0;0;404736.11;49285.36;0;355450.75;0;0;0;0;5531687.80;0;4609780.40;341930.06;129716.08;0;0;0;0;0;0;0;450261.26;0;0;0;0;0;0;0;0;0;0;0;0;0;1489135.81;0;0;13200.00;1475935.81;0;0;0;0;0;0;0;9062597.94;0;446366.87;0;0;0;0;8616231.07;0;0;0;0;0;0;12764887.84;12463665.91;0;0;0;85653.63;0;0;172370.23;43198.07;0;0;0;0;0;0;0;0;0;3160033.76;145461.82;801900.73;0;2212671.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566557.54;90918.22;0;0;0;0;475639.32;0;0;0;0;0;0;0;0;0;0;0;369606.09;0;0;0;0;369606.09;0;0;0;0;0;0;0;0;0;0;0;538820.48;0;538820.48;0;0;0;0;845851.67;0;0;457473.98;388377.69;0;0;0;0;0;0;0;0;0;36153136.29;0
Prefeitura Municipal de Rio das Flores - RJ;3304508;RJ;8838;1761546.63;468990.00;0;1292556.63;0;0;0;0;0;0;0;0;4563157.13;0;3324420.57;1172939.76;0;0;0;0;0;0;0;65796.80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1246005.97;35263.81;0;57308.73;1153433.43;0;454840.27;0;0;454840.27;0;0;11835591.59;5850014.74;5511072.93;284277.77;6860.00;183366.15;0;0;0;0;0;0;0;0;11660742.03;10326897.45;0;0;108971.88;1183700.10;0;0;0;41172.60;579617.08;39949.01;539668.07;0;0;0;0;0;0;4774077.24;98899.00;4675178.24;0;0;453716.95;0;453716.95;0;991367.12;0;991367.12;0;838445.09;696434.59;0;0;0;0;142010.50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191419.62;0;0;0;0;0;191419.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341165.54;0;341165.54;0;0;423055.95;0;0;423055.95;0;0;0;0;0;40114748.21;0
Prefeitura Municipal de Dores de Campos - MG;3123007;MG;9882;595751.82;595751.82;0;0;84682.73;0;84682.73;0;0;0;0;0;1357447.78;0;1268463.07;0;59749.74;29234.97;0;0;0;0;0;0;0;0;0;0;0;31546.99;31546.99;0;0;0;0;0;0;0;479430.26;12696.33;20424.96;118305.73;159752.08;168251.16;658321.26;0;658321.26;0;0;0;4759364.46;1980298.55;1707601.26;83814.59;18672.15;115253.48;77744.10;775980.33;107789.97;107789.97;0;0;0;0;6504727.93;4110706.57;0;0;0;2239556.62;0;1600.47;0;152864.27;136083.81;3049.00;26240.65;106794.16;0;0;0;0;0;2367770.93;1208173.41;1994.46;0;1157603.06;0;0;0;0;352030.16;0;352030.16;0;284973.77;229179.77;55794.00;0;0;0;0;42.00;0;0;42.00;0;66596.61;0;0;0;0;0;66596.61;0;0;0;0;0;0;0;0;0;0;0;226174.12;0;0;0;0;226174.12;0;26854.87;0;0;26854.87;653220.86;0;653220.86;0;0;0;228315.44;0;0;0;0;0;228315.44;146384.88;0;80836.90;0;65547.98;635966.60;0;0;0;0;0;0;0;635966.60;19703477.25;0
Prefeitura Municipal de Boa Vista do Cadeado - RS;4302220;RS;2522;639076.41;639076.41;0;0;0;0;0;0;0;0;0;0;2567315.63;0;1603857.35;534935.05;0;0;0;0;0;0;0;0;428523.23;0;0;0;0;85402.21;0;0;85402.21;0;0;0;0;0;721343.14;6577.58;1628.00;97327.66;615809.90;0;0;0;0;0;0;0;3697132.83;1523984.96;1432950.81;243744.58;41768.35;145400.53;0;309283.60;0;0;0;0;0;0;3380133.35;2539608.18;87499.41;58393.99;175458.15;404503.21;0;0;0;114670.41;86274.39;0;86274.39;0;0;0;0;0;0;610778.56;13451.33;223964.91;0;373362.32;10603.20;10603.20;0;0;201739.45;89319.12;112420.33;0;341302.89;0;341302.89;0;0;0;0;0;0;0;0;0;1022460.65;0;176387.63;0;0;0;846073.02;0;0;0;0;0;0;0;0;0;0;0;156055.87;0;3670.06;0;0;0;152385.81;0;0;0;0;0;0;0;0;0;0;871615.12;0;0;871615.12;0;0;0;116706.80;0;0;116706.80;0;381685.01;0;0;0;0;0;0;381685.01;0;14889625.51;0
Prefeitura Municipal de Coivaras - PI;2202737;PI;3916;439369.11;439369.11;0;0;0;0;0;0;0;0;0;0;3054116.62;27683.28;2735148.35;13318.96;0;0;0;0;0;0;0;47298.00;230668.03;0;0;0;0;0;0;0;0;0;0;0;0;0;397507.34;0;0;99675.66;297831.68;0;0;0;0;0;0;0;2166977.04;2106547.93;0;5334.96;52413.74;2680.41;0;0;0;0;0;0;0;0;4115658.95;4082437.04;0;0;0;33221.91;0;0;0;0;68751.35;0;68751.35;0;0;0;0;0;0;5830.17;5830.17;0;0;0;0;0;0;0;1696.00;0;1696.00;0;1790.37;0;0;0;1790.37;0;0;0;0;0;0;0;50996.22;50996.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000.00;0;3000.00;0;6155.00;0;6155.00;0;0;0;153184.60;0;153184.60;0;0;0;0;9552.26;0;9552.26;0;0;96367.00;0;0;61149.60;0;35217.40;0;0;0;10570952.03;0
Prefeitura Municipal de Douradina - MS;5003504;MS;5670;871576.73;871576.73;0;0;0;0;0;0;0;0;0;0;5138515.13;0;5138515.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;891762.34;2691.28;0;414.36;888656.70;0;1319309.86;0;1220457.39;0;0;98852.47;3798183.08;3793785.59;0;0;1328.94;3068.55;0;0;0;0;0;0;0;0;4486899.25;3149663.28;0;0;28012.23;1177493.85;0;0;0;131729.89;165770.00;0;165770.00;0;7374.00;0;0;0;7374.00;1113963.91;572544.77;461846.30;0;79572.84;8668.00;8668.00;0;0;0;0;0;0;149069.74;149069.74;0;0;0;0;0;0;0;0;0;0;21055.21;0;0;0;0;0;21055.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;982451.53;0;982451.53;0;0;0;0;58413.44;0;58413.44;0;0;0;0;0;0;0;0;0;0;0;19013012.22;0
Prefeitura Municipal de Xique-Xique - BA;2933604;BA;48210;2501120.18;2501120.18;0;0;0;0;0;0;0;0;0;0;9834182.39;0;9510262.18;321920.21;0;0;0;0;0;0;0;2000.00;0;0;0;0;0;50000.00;0;0;50000.00;0;0;0;0;0;3410662.13;0;0;0;2319770.60;1090891.53;0;0;0;0;0;0;17189428.23;6444784.04;4633271.10;253956.91;28166.84;657851.46;0;5171397.88;0;0;0;0;0;0;46002794.95;33968076.95;0;0;3256.00;7588816.17;494272.59;0;1856039.47;2092333.77;1235467.00;0;1205707.00;29760.00;0;0;0;0;0;4362315.39;4362315.39;0;0;0;0;0;0;0;1606363.24;0;1606363.24;0;2792459.51;1300.00;0;1022.00;0;0;2790137.51;0;0;0;0;0;196115.11;0;0;0;0;0;196115.11;0;0;0;0;0;0;0;0;0;0;0;8798.00;0;0;0;0;8798.00;0;0;0;0;0;1523256.65;0;1523256.65;0;0;0;0;0;0;0;0;0;0;210018.70;0;0;210018.70;0;1402542.63;0;0;1402542.63;0;0;0;0;0;92325524.11;0
Prefeitura Municipal de Córrego Fundo - MG;3119955;MG;6159;0;0;0;0;0;0;0;0;0;0;0;0;4531320.48;0;3411032.28;852360.04;94137.35;0;0;0;0;0;0;0;173790.81;0;0;0;0;16997.04;16997.04;0;0;0;0;0;0;0;482212.75;33000.00;0;211882.72;237330.03;0;0;0;0;0;0;0;4472882.48;2211037.21;71784.89;61131.03;162063.59;0;0;1966865.76;0;0;0;0;0;0;4029399.75;2573988.62;0;54769.05;121365.53;935660.70;0;44000.00;0;299615.85;42179.96;0;42179.96;0;0;0;0;0;0;1217642.11;909340.54;308301.57;0;0;0;0;0;0;1075771.58;0;1075771.58;0;126459.92;7286.50;0;0;0;0;119173.42;34290.36;0;0;34290.36;0;60325.36;0;0;0;0;0;60325.36;0;0;0;0;0;0;0;0;0;0;0;1894.51;1894.51;0;0;0;0;0;5900.25;0;5900.25;0;253667.28;0;253667.28;0;0;0;0;0;0;0;0;0;0;62515.51;0;27034.26;35481.25;0;369107.09;0;0;0;0;0;369107.09;0;0;16782566.43;0
Prefeitura Municipal de Colatina - ES;3201506;ES;121670;5387881.51;5387881.51;0;0;0;0;0;0;0;0;0;0;35969866.07;117664.75;11338634.86;1694032.05;0;0;1058480.92;0;340290.61;124515.91;0;758882.37;20537364.60;0;0;0;0;26721.60;19809.60;6912.00;0;0;0;0;0;0;7114755.76;6609.92;204936.07;630402.72;2840229.43;3432577.62;0;0;0;0;0;0;82340879.44;38649624.00;32220614.58;1393580.49;825944.63;3872806.89;0;5378308.85;0;0;0;0;0;0;81584856.80;43583448.66;1977421.16;0;0;24223942.01;93794.22;693044.36;4102219.73;6910986.66;1356095.19;104815.41;459022.75;792257.03;162608.27;0;162608.27;0;0;26418822.54;12823818.67;7535976.35;0;6059027.52;1919920.84;0;0;1919920.84;36030562.07;0;18885131.13;17145430.94;1369544.87;1369544.87;0;0;0;0;0;0;0;0;0;0;1299523.78;43050.00;373176.81;0;28507.36;0;854789.61;0;0;0;0;0;0;0;0;0;0;0;78610.02;0;0;0;0;0;78610.02;0;0;0;0;0;0;0;0;0;0;6124657.14;0;4646298.15;0;0;0;1478358.99;611741.75;0;611741.75;0;0;15029110.61;0;0;2824564.99;141245.14;1132227.01;10931073.47;0;0;302826158.26;0
Prefeitura Municipal de Bacabal - MA;2101202;MA;102265;3100074.07;3065013.69;35060.38;0;391462.96;391462.96;0;0;0;0;0;0;26077939.90;0;23312427.20;2543967.70;220715.00;0;0;0;200.00;0;0;630.00;0;0;0;0;0;254423.50;254423.50;0;0;0;0;0;0;0;4481944.71;3251707.03;0;509970.25;720267.43;0;0;0;0;0;0;0;58826996.51;29237160.49;27712990.36;0;440600.00;1436245.66;0;0;395349.69;0;0;0;0;395349.69;71324684.33;54601427.12;0;0;0;16153775.65;481619.06;0;0;87862.50;704028.02;704028.02;0;0;0;0;0;0;0;9390007.29;6641151.29;2748856.00;0;0;0;0;0;0;0;0;0;0;235914.43;235914.43;0;0;0;0;0;0;0;0;0;0;28708.89;28708.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2199824.00;2199824.00;0;0;0;0;1882075.06;0;1882075.06;0;0;0;0;771758.80;771758.80;0;0;0;4610815.69;0;0;4085852.34;0;0;524963.35;0;0;184676007.85;0
Prefeitura Municipal de Santo Ângelo - RS;4317509;RS;78908;5255532.55;5255532.55;0;0;0;0;0;0;0;0;0;0;15884212.13;360956.05;9287977.54;3861769.87;0;0;0;0;0;2373508.67;0;0;0;0;0;0;0;1037933.14;0;37933.14;1000000.00;0;0;0;0;0;20480214.99;52712.52;0;1961924.13;2073631.56;16391946.78;18159463.99;0;18159463.99;0;0;0;22869858.52;18750775.99;3350411.52;349828.56;405872.31;12970.14;0;0;0;0;0;0;0;0;16432476.64;11809020.23;0;0;0;3862601.03;12219.35;0;0;748636.03;1771218.49;0;1771218.49;0;241432.28;0;241432.28;0;0;11241210.74;7256171.90;3985038.84;0;0;874707.19;0;874707.19;0;0;0;0;0;2642866.57;1755950.46;0;0;0;0;886916.11;0;0;0;0;0;1374549.43;0;0;0;1139257.28;0;235292.15;0;0;0;0;0;0;0;0;0;0;0;2697078.26;1648084.52;0;0;0;1048993.74;0;0;0;0;0;0;0;0;0;0;0;2527108.80;0;2527108.80;0;0;0;0;1140289.03;0;1132129.03;8160.00;0;9225925.39;0;0;0;0;0;9225925.39;0;0;133856078.14;13138657.06
Prefeitura Municipal de São Patrício - GO;5220280;GO;2058;720560.30;720560.30;0;0;0;0;0;0;0;0;0;0;2131812.78;0;1719658.49;304719.93;0;0;0;0;0;0;0;0;107434.36;0;0;0;0;39356.02;39356.02;0;0;0;0;0;0;0;654447.38;20447.74;0;77539.55;556460.09;0;605974.43;0;605974.43;0;0;0;2436308.82;0;2382809.85;0;53498.97;0;0;0;0;0;0;0;0;0;1572610.29;1533250.45;0;0;0;0;0;0;0;39359.84;324100.66;0;0;324100.66;0;0;0;0;0;975636.39;18000.00;957636.39;0;0;497299.76;0;497299.76;0;0;0;0;0;121399.74;121399.74;0;0;0;0;0;0;0;0;0;0;341046.12;0;0;0;0;0;341046.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80250.40;0;80250.40;0;0;0;0;90436.19;0;6503.00;0;83933.19;429724.15;0;0;0;0;0;429724.15;0;0;11020963.43;0
Prefeitura Municipal de Arujá - SP;3503901;SP;82651;10900401.62;10900401.62;0;0;0;0;0;0;0;0;0;0;48233039.60;0;41567442.63;5613651.81;106202.57;0;481122.69;0;464619.90;0;0;0;0;0;0;0;0;3921689.71;3921689.71;0;0;0;0;0;0;0;13082498.40;0;0;204378.91;12878119.49;0;0;0;0;0;0;0;49826017.98;20744845.93;28301784.48;97030.65;241508.21;440848.71;0;0;0;0;0;0;0;0;72031654.81;45374190.81;0;0;0;25360440.07;80397.29;1216626.64;0;0;2180578.59;0;2180578.59;0;0;0;0;0;0;15304618.54;6069433.25;9235185.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1475560.30;0;1475560.30;0;0;0;0;0;0;0;0;0;0;2697982.38;0;2697982.38;0;0;3947553.96;0;0;3947553.96;0;0;0;0;0;223601595.89;0
Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;4338;694120.68;694120.68;0;0;0;0;0;0;0;0;0;0;1891508.09;0;1891508.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20073.47;20073.47;0;0;0;0;0;0;0;690761.52;0;0;0;690761.52;0;0;0;0;0;0;0;3343979.56;3305000.41;0;0;38979.15;0;0;0;0;0;0;0;0;0;3669792.52;2604666.03;248557.84;0;0;712925.54;0;0;0;103643.11;84392.96;0;84392.96;0;0;0;0;0;0;1795763.31;883693.63;676415.09;0;235654.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1104959.85;0;1104959.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1330011.04;0;1330011.04;0;0;0;0;241262.32;0;241262.32;0;0;398475.24;0;0;0;0;0;398475.24;0;0;15265100.56;0
