##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"01.031 - Ação Legislativa";"01.032 - Controle Externo";"01.999 - Demais Subfunções Legislativa";"02 - Judiciária";"02.061 - Ação Judiciária";"02.062 - Defesa do Interesse Público no Processo Judiciário";"02.999 - Demais Subfunções Judiciária";"03 - Essencial à Justiça";"03.091 - Defesa da Ordem Jurídica";"03.092 - Representação Judicial e Extrajudicial";"03.999 - Demais Subfunções Essencial à Justiça";"04 - Administração";"04.121 - Planejamento e Orçamento";"04.122 - Administração Geral";"04.123 - Administração Financeira";"04.124 - Controle Interno";"04.125 - Normatização e Fiscalização";"04.126 - Tecnologia da Informação";"04.127 - Ordenamento Territorial";"04.128 - Formação de Recursos Humanos";"04.129 - Administração de Receitas";"04.130 - Administração de Concessões";"04.131 - Comunicação Social";"04.999 - Demais Subfunções Administração";"05 - Defesa Nacional";"05.151 - Defesa Área";"05.152 - Defesa Naval";"05.999 - Demais Subfunções Defesa Nacional";"06 - Segurança Pública";"06.181 - Policiamento";"06.182 - Defesa Civil";"06.183 - Informação e Inteligência";"06.999 - Demais Subfunções Segurança Pública";"07 - Relações Exteriores";"07.212 - Cooperação Internacional";"07.999 - Demais Subfunções Relações Exteriores";"08 - Assistência Social";"08.241 - Assistência ao Idoso";"08.242 - Assistência ao Portador de Deficiência";"08.243 - Assistência à Criança e ao Adolescente";"08.244 - Assistência Comunitária";"08.999 - Demais Subfunções Assistência Social";"09 - Previdência Social";"09.271 - Previdência Básica";"09.272 - Previdência do Regime Estatutário";"09.273 - Previdência Complementar";"09.274 - Previdência Especial";"09.999 - Demais Subfunções Previdência Social";"10 - Saúde";"10.301 - Atenção Básica";"10.302 - Assistência Hospitalar e Ambulatorial";"10.303 - Suporte Profilático e Terapêutico";"10.304 - Vigilância Sanitária";"10.305 - Vigilância Epidemiológica";"10.306 - Alimentação e Nutrição";"10.999 - Demais Subfunções Saúde";"11 - Trabalho";"11.331 - Proteção e Benefícios ao Trabalhador";"11.332 - Relações de Trabalho";"11.333 - Empregabilidade";"11.334 - Fomento ao Trabalho";"11.999 - Demais Subfunções Trabalho";"12 - Educação";"12.361 - Ensino Fundamental";"12.362 - Ensino Médio";"12.363 - Ensino Profissional";"12.364 - Ensino Superior";"12.365 - Educação Infantil";"12.366 - Educação de Jovens e Adultos";"12.367 - Educação Especial";"12.368 - Educação Básica";"12.999 - Demais Subfunções Educação";"13 - Cultura";"13.391 - Patrimônio Histórico, Artístico e Arqueológico";"13.392 - Difusão Cultural";"13.999 - Demais Subfunções Cultura";"14 - Direitos da Cidadania";"14.421 - Custódia e Reintegração Social";"14.422 - Direitos Individuais, Coletivos e Difusos";"14.423 - Assistência aos Povos Indígenas";"14.999 - Demais Subfunções Direitos da Cidadania";"15 - Urbanismo";"15.451 - Infraestrutura Urbana";"15.452 - Serviços Urbanos";"15.453 - Transportes Coletivos Urbanos";"15.999 - Demais Subfunções Urbanismo";"16 - Habitação";"16.481 - Habitação Rural";"16.482 - Habitação Urbana";"16.999 - Demais Subfunções Habitação";"17 - Saneamento";"17.511 - Saneamento Básico Rural";"17.512 - Saneamento Básico Urbano";"17.999 - Demais Subfunções Saneamento";"18 - Gestão Ambiental";"18.541 - Preservação e Conservação Ambiental";"18.542 - Controle Ambiental";"18.543 - Recuperação de Áreas Degradadas";"18.544 - Recursos Hídricos";"18.545 - Meteorologia";"18.999 - Demais Subfunções Gestão Ambiental";"19 - Ciência e Tecnologia";"19.571 - Desenvolvimento Científico";"19.572 - Desenvolvimento Tecnológico e Engenharia";"19.573 - Difusão do Conhecimento Científico e Tecnológico";"19.999 - Demais Subfunções Ciência e Tecnologia";"20 - Agricultura";"20.605 - Abastecimento";"20.606 - Extensão Rural";"20.607 - Irrigação";"20.608 - Promoção da Produção Agropecuária";"20.609 - Defesa Agropecuária";"20.999 - Demais Subfunções Agricultura";"21 - Organização Agrária";"21.631 - Reforma Agrária";"21.632 - Colonização";"21.999 - Demais Subfunções Organização Agrária";"22 - Indústria";"22.661 - Promoção Industrial";"22.662 - Produção Industrial";"22.663 - Mineração";"22.664 - Propriedade Industrial";"22.665 - Normalização e Qualidade";"22.999 - Demais Subfunções Indústria";"23 - Comércio e Serviços";"23.691 - Promoção Comercial";"23.692 - Comercialização";"23.693 - Comércio Exterior";"23.694 - Serviços Financeiros";"23.695 - Turismo";"23.999 - Demais Subfunções Comércio e Serviços";"24 - Comunicações";"24.721 - Comunicações Postais";"24.722 - Telecomunicações";"24.999 - Demais Subfunções Comunicações";"25 - Energia";"25.751 - Conservação de Energia";"25.752 - Energia Elétrica";"25.753 - Combustíveis Minerais";"25.999 - Demais Subfunções Energia";"26 - Transporte";"26.781 - Transporte Aéreo";"26.782 - Transporte Rodoviário";"26.783 - Transporte Ferroviário";"26.784 - Transporte Hidroviário";"26.785 - Transportes Especiais";"26.999 - Demais Subfunções Transporte";"27 - Desporto e Lazer";"27.811 - Desporto de Rendimento";"27.812 - Desporto Comunitário";"27.813 - Lazer";"27.999 - Demais Subfunções Desporto e Lazer";"28 - Encargos Especiais";"28.841 - Refinanciamento da Dívida Interna";"28.842 - Refinanciamento da Dívida Externa";"28.843 - Serviço da Dívida Interna";"28.844 - Serviço da Dívida Externa";"28.845 - Outras Transferências";"28.846 - Outros Encargos Especiais";"28.847 - Transferências para a Educação Básica";"28.999 - Demais Subfunções Encargos Especiais";"Despesas (Exceto Intraorçamentárias)";"Despesas (Intraorçamentárias)"
Prefeitura Municipal de Novo Cruzeiro - MG;3145307;MG;31760;1619963.34;1057888.99;0;562074.35;104527.35;0;104527.35;0;329892.84;0;0;329892.84;2553389.39;0;1799626.25;564664.01;40147.00;0;0;0;0;0;0;3457.00;145495.13;0;0;0;0;1906236.85;67246.36;0;0;1838990.49;0;0;0;2646132.07;29764.10;0;211475.22;1660325.65;744567.10;0;0;0;0;0;0;11764759.71;7821119.27;1417981.39;690052.91;116549.58;195656.41;0;1523400.15;0;0;0;0;0;0;17479838.47;15369622.78;0;0;65506.20;713271.66;0;0;0;1331437.83;823640.10;0;823640.10;0;0;0;0;0;0;1931225.96;1199311.63;731914.33;0;0;110716.68;0;0;110716.68;99452.94;32018.94;67434.00;0;15594.88;15594.88;0;0;0;0;0;0;0;0;0;0;1091933.08;92567.79;789123.48;0;0;0;210241.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14311.06;0;14311.06;0;0;0;0;0;0;1179612.98;0;1179612.98;0;0;0;0;152288.38;0;152288.38;0;0;1742542.29;0;0;415970.67;0;0;0;0;1326571.62;45566058.37;0
Prefeitura Municipal de Portão - RS;4314803;RS;33615;2605525.24;2605525.24;0;0;0;0;0;0;0;0;0;0;13235904.35;0;13235904.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2661235.23;0;0;811113.56;1850121.67;0;5565607.30;590894.28;4641301.13;333411.89;0;0;12837145.81;9377119.32;660411.67;2196987.64;132690.68;0;0;469936.50;0;0;0;0;0;0;24044583.67;18097961.58;0;0;0;5546622.09;0;0;0;400000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136786.67;0;136786.67;0;1909903.84;0;0;1909903.84;0;0;0;0;0;0;0;0;0;0;0;0;804252.67;0;793160.66;0;0;0;11092.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1346512.64;0;1346512.64;0;0;933320.18;0;0;933320.18;0;0;0;0;0;66080777.60;2935165.79
Prefeitura Municipal de Celso Ramos - SC;4204152;SC;2784;568392.66;568392.66;0;0;0;0;0;0;0;0;0;0;1857266.22;0;1857266.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6066.50;0;6066.50;0;0;0;0;0;862432.85;0;6004.93;70176.75;786251.17;0;0;0;0;0;0;0;2505163.90;2490118.38;0;0;15045.52;0;0;0;0;0;0;0;0;0;3578688.84;3143303.19;16186.13;0;0;419199.52;0;0;0;0;0;0;0;0;60200.65;0;0;0;60200.65;792252.25;0;713645.92;0;78606.33;0;0;0;0;2165.60;0;2165.60;0;0;0;0;0;0;0;0;0;0;0;0;0;1392679.14;0;534000.00;0;0;0;858679.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1364045.15;0;1364045.15;0;0;0;0;239817.96;0;211787.24;28030.72;0;848545.92;0;0;0;0;0;848545.92;0;0;14077717.64;0
Prefeitura Municipal de Buerarema - BA;2904704;BA;19297;1167607.02;1167607.02;0;0;0;0;0;0;0;0;0;0;5423517.31;372.93;1575743.07;3810672.75;36728.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1144378.13;0;0;106076.98;270534.44;767766.71;0;0;0;0;0;0;6339567.03;1071581.81;0;0;0;0;0;5267985.22;0;0;0;0;0;0;10757665.57;8299149.27;0;0;0;432931.13;244983.03;0;0;1780602.14;458870.42;0;401050.00;57820.42;0;0;0;0;0;3954350.29;0;2118866.48;0;1835483.81;0;0;0;0;0;0;0;0;1945.86;0;0;0;0;0;1945.86;0;0;0;0;0;150490.34;3595.72;0;0;0;0;146894.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7919.48;0;0;7919.48;0;0;0;0;0;0;0;0;0;0;0;0;107766.65;0;105966.65;0;1800.00;0;0;0;0;0;0;0;0;0;29514078.10;0
Prefeitura Municipal de Ipubi - PE;2607307;PE;29338;1407706.75;1407706.75;0;0;0;0;0;0;254730.77;254730.77;0;0;3428695.18;848250.85;127093.96;596692.01;766126.76;0;0;0;111802.94;82133.75;0;0;896594.91;0;0;0;0;0;0;0;0;0;0;0;0;2647612.65;261751.47;0;65605.98;2121838.26;198416.94;5817846.22;1395426.48;4422419.74;0;0;0;14807897.93;7682114.01;5615694.36;488678.20;685314.89;68095.06;0;268001.41;0;0;0;0;0;0;23176572.54;14162934.10;0;0;0;660708.46;12367.00;0;0;8340562.98;1175580.63;0;1175580.63;0;0;0;0;0;0;4112709.65;0;4112709.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2185962.68;0;0;0;791752.00;0;1394210.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;996635.96;0;996635.96;0;0;0;0;910535.04;0;910535.04;0;0;0;0;0;0;0;0;0;0;0;60922486.00;0
Prefeitura Municipal de Valença do Piauí - PI;2211308;PI;20555;1007140.37;1007140.37;0;0;0;0;0;0;0;0;0;0;4113195.78;0;3682990.55;353274.15;76931.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1004680.47;3704.00;0;70867.69;930108.78;0;0;0;0;0;0;0;8227488.11;8227488.11;0;0;0;0;0;0;98271.05;98271.05;0;0;0;0;14564512.98;13393490.28;57891.50;0;0;1103865.20;9266.00;0;0;0;673878.38;0;673878.38;0;550.00;0;550.00;0;0;2629942.89;2629942.89;0;0;0;0;0;0;0;7437.48;0;7437.48;0;104031.54;104031.54;0;0;0;0;0;0;0;0;0;0;432601.05;422101.05;10500.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3624.85;0;0;0;0;3624.85;0;0;0;0;0;0;0;0;0;0;39216.00;0;39216.00;0;0;0;0;150829.96;0;142189.96;8640.00;0;0;0;0;0;0;0;0;0;0;33057400.91;0
Prefeitura Municipal de Araçagi - PB;2500809;PB;17186;889963.05;889963.05;0;0;0;0;0;0;0;0;0;0;4642820.84;0;3503604.81;490085.09;0;0;0;0;0;0;0;0;649130.94;0;0;0;0;0;0;0;0;0;0;0;0;826332.39;0;0;108250.82;350696.70;367384.87;0;0;0;0;0;0;7073399.90;3449947.09;2783959.20;0;7427.35;146199.00;0;685867.26;4300.00;0;4300.00;0;0;0;12121918.70;11748804.00;0;0;0;373114.70;0;0;0;0;193805.16;0;117750.00;76055.16;0;0;0;0;0;14564.00;14564.00;0;0;0;0;0;0;0;0;0;0;0;179891.35;0;179891.35;0;0;0;0;0;0;0;0;0;106726.24;0;0;0;0;0;106726.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49364.00;0;0;49364.00;0;0;0;0;0;72496.25;0;72496.25;0;0;0;0;61890.40;0;61890.40;0;0;1462997.98;847637.38;0;0;0;0;213230.26;0;402130.34;27700470.26;0
Prefeitura Municipal de Ribeirópolis - SE;2806008;SE;18218;1264881.24;1264881.24;0;0;362788.50;84176.41;0;278612.09;0;0;0;0;4753716.52;0;3990219.05;235389.38;117485.16;0;0;0;0;0;0;0;410622.93;0;0;0;0;0;0;0;0;0;0;0;0;1607715.20;0;0;11789.58;782689.48;813236.14;0;0;0;0;0;0;8091806.15;0;699917.97;0;0;0;0;7391888.18;0;0;0;0;0;0;9887706.47;8204287.46;0;0;0;1577454.93;0;0;0;105964.08;0;0;0;0;0;0;0;0;0;2590203.14;65075.48;482701.12;0;2042426.54;0;0;0;0;81115.94;0;81115.94;0;0;0;0;0;0;0;0;0;0;0;0;0;648906.47;36773.33;0;0;0;0;612133.14;0;0;0;0;0;0;0;0;0;0;0;629415.00;0;0;0;0;629415.00;0;0;0;0;0;0;0;0;0;0;415214.37;0;415214.37;0;0;0;0;328211.09;0;0;36391.00;291820.09;0;0;0;0;0;0;0;0;0;30661680.09;0
Prefeitura Municipal de Dores de Campos - MG;3123007;MG;9882;527341.18;527341.18;0;0;62024.32;0;62024.32;0;0;0;0;0;1065622.52;0;990371.18;0;62128.90;13122.44;0;0;0;0;0;0;0;0;0;0;0;45056.79;45056.79;0;0;0;0;0;0;455562.56;11591.80;18766.08;76502.89;180791.52;167910.27;623008.94;0;623008.94;0;0;0;4171246.80;1626072.97;1707656.14;73365.40;16324.90;56168.33;20664.90;670994.16;171634.29;171634.29;0;0;0;0;4784614.47;3675346.72;0;0;0;1011261.77;2964.76;2094.46;0;92946.76;139931.10;13862.18;19437.82;106631.10;0;0;0;0;0;1545039.78;698162.65;0;0;846877.13;0;0;0;0;285150.39;0;285150.39;0;131798.32;131798.32;0;0;0;0;0;0;0;0;0;0;57457.26;0;0;0;0;0;57457.26;0;0;0;0;0;0;0;0;0;0;0;439821.44;0;0;0;0;439821.44;0;32524.66;0;0;32524.66;165966.57;165966.57;0;0;0;237997.87;0;0;0;0;0;237997.87;66540.27;1351.80;4749.00;0;60439.47;218292.39;0;0;0;0;0;218292.39;0;0;15226631.92;0
Prefeitura Municipal de Rio das Flores - RJ;3304508;RJ;8838;1839199.37;468700.50;0;1370498.87;0;0;0;0;0;0;0;0;7175792.24;0;5793410.50;1318058.14;0;0;0;0;0;0;0;64323.60;0;0;0;0;0;0;0;0;0;0;0;0;0;1683796.40;63953.20;0;130616.47;1489226.73;0;455900.00;0;0;455900.00;0;0;15198636.01;12439248.00;1869115.35;654184.19;15740.46;220348.01;0;0;0;0;0;0;0;0;12466049.47;10825478.28;0;0;250131.53;1242343.91;0;2231.35;0;145864.40;2724439.74;105030.81;2619408.93;0;0;0;0;0;0;6246372.74;987204.18;5259168.56;0;0;807779.91;0;807779.91;0;1631276.09;0;1631276.09;0;1092690.83;882499.05;0;0;0;0;210191.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;307406.67;0;0;0;10000.00;3017.20;294389.47;83591.65;0;0;83591.65;0;0;0;0;0;0;0;0;0;0;0;0;725102.56;0;725102.56;0;0;393507.48;0;0;181953.96;0;0;211553.52;0;0;52831541.16;0
Prefeitura Municipal de Boa Vista do Cadeado - RS;4302220;RS;2522;569028.14;569028.14;0;0;0;0;0;0;0;0;0;0;2506487.93;0;1688817.00;491584.92;0;0;0;0;0;0;0;0;326086.01;0;0;0;0;74512.87;0;0;74512.87;0;0;0;0;534796.53;6629.42;2003.57;89662.71;436500.83;0;0;0;0;0;0;0;4215105.84;1555372.51;1345979.69;223496.57;33768.03;107529.14;0;948959.90;0;0;0;0;0;0;3540140.89;2986536.69;67747.79;50987.62;168528.46;180098.59;0;0;0;86241.74;64176.69;0;64176.69;0;0;0;0;0;0;1435504.57;969635.24;135841.35;0;330027.98;7128.21;757.16;6371.05;0;116035.28;59903.26;56132.02;0;293041.58;0;293041.58;0;0;0;0;0;0;0;0;0;1107076.90;0;202290.03;22410.00;0;0;882376.87;0;0;0;0;2000.00;2000.00;0;0;0;0;0;177000.13;0;0;0;0;177000.13;0;0;0;0;0;0;0;0;0;0;1021002.47;0;1021002.47;0;0;0;0;146420.37;0;146420.37;0;0;487947.97;0;0;0;0;0;487947.97;0;0;16297406.37;0
Prefeitura Municipal de Coivaras - PI;2202737;PI;3916;395878.55;395878.55;0;0;0;0;0;0;0;0;0;0;2930805.58;37443.22;2629530.28;29671.29;0;0;0;0;0;0;0;39405.28;194755.51;0;0;0;0;0;0;0;0;0;0;0;0;353474.90;6553.98;0;49556.51;297364.41;0;0;0;0;0;0;0;2018550.40;1972562.16;2061.86;37887.12;2031.00;4008.26;0;0;0;0;0;0;0;0;4112738.51;4099503.34;0;0;0;13235.17;0;0;0;0;60797.14;0;60797.14;0;0;0;0;0;0;105367.41;105367.41;0;0;0;0;0;0;0;108614.08;0;108614.08;0;54827.73;0;0;0;54827.73;0;0;0;0;0;0;0;1484.54;0;1484.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17000.00;0;17000.00;0;0;0;0;0;0;249557.14;0;249557.14;0;0;0;0;5593.56;0;5593.56;0;0;67789.82;0;0;64078.82;0;3711.00;0;0;0;10482479.36;0
Prefeitura Municipal de São João da Ponte - MG;3162401;MG;25933;1469638.10;1095520.22;0;374117.88;0;0;0;0;0;0;0;0;6823645.36;0;6542180.27;281465.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1745177.39;2493.80;0;468184.97;815870.94;458627.68;1067839.70;0;1067839.70;0;0;0;15782220.31;8961627.40;4184774.44;0;267884.31;39464.05;0;2328470.11;0;0;0;0;0;0;16983862.06;14890587.06;49099.00;0;740.60;564086.01;430.00;9962.47;0;1468956.92;344421.88;0;344421.88;0;0;0;0;0;0;1784620.84;1784620.84;0;0;0;0;0;0;0;25487.99;0;25487.99;0;0;0;0;0;0;0;0;0;0;0;0;0;397365.10;0;86149.90;0;0;0;311215.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100.00;0;100.00;0;0;1110360.24;0;0;0;0;0;1110360.24;33671.00;0;11611.00;22060.00;0;2174929.98;0;0;2174929.98;0;0;0;0;0;49743339.95;0
Prefeitura Municipal de Santo Antônio dos Lopes - MA;2110302;MA;14270;0;0;0;0;0;0;0;0;0;0;0;0;7066737.70;0;0;0;0;0;0;0;0;0;0;0;7066737.70;0;0;0;0;0;0;0;0;0;0;0;0;1060653.91;0;0;0;0;1060653.91;0;0;0;0;0;0;16636808.68;0;0;0;0;0;0;16636808.68;0;0;0;0;0;0;26416633.84;0;0;0;0;0;0;0;0;26416633.84;1911669.69;0;0;1911669.69;0;0;0;0;0;10698730.83;0;0;0;10698730.83;0;0;0;0;250000.00;0;0;250000.00;0;0;0;0;0;0;0;0;0;0;0;0;137230.71;0;0;0;0;0;137230.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1265000.00;0;0;0;1265000.00;8766030.12;0;0;0;0;0;8766030.12;293646.24;0;0;0;293646.24;0;0;0;0;0;0;0;0;0;74503141.72;0
Prefeitura Municipal de Xique-Xique - BA;2933604;BA;48210;2300302.57;2300302.57;0;0;0;0;0;0;0;0;0;0;10564528.55;0;10133538.51;364956.04;0;0;0;0;0;0;0;64054.00;1980.00;0;0;0;0;0;0;0;0;0;0;0;0;2822028.05;5825.70;1316.00;43330.68;1908071.62;863484.05;0;0;0;0;0;0;13599546.33;4614669.86;1647447.79;349331.90;19015.50;458330.11;11291.60;6499459.57;0;0;0;0;0;0;44737240.34;35220797.48;0;0;0;5374227.65;449721.65;0;1442299.62;2250193.94;994190.50;48408.50;939038.00;6744.00;0;0;0;0;0;1400233.17;1400233.17;0;0;0;0;0;0;0;1359915.22;0;1359915.22;0;2332868.27;0;0;4661.84;0;0;2328206.43;0;0;0;0;0;135093.44;0;0;0;32865.36;0;102228.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1043314.01;0;1043314.01;0;0;0;0;0;0;0;0;0;201877.88;0;22619.37;0;179258.51;1447794.19;0;0;1447794.19;0;0;0;0;0;82938932.52;0
Prefeitura Municipal de Córrego Fundo - MG;3119955;MG;6159;753282.79;753282.79;0;0;0;0;0;0;0;0;0;0;4673857.78;958.80;3563113.27;867559.69;71358.35;0;0;0;0;0;0;0;170867.67;0;0;0;0;17897.35;17897.35;0;0;0;0;0;0;306977.33;13000.00;0;173704.22;120273.11;0;0;0;0;0;0;0;4484316.58;2359405.40;137694.67;0;51798.69;0;0;1935417.82;0;0;0;0;0;0;3961243.27;2573363.79;0;9217.25;95880.73;796779.24;0;44000.00;0;442002.26;46424.70;0;46424.70;0;0;0;0;0;0;1368850.22;1093582.79;275267.43;0;0;0;0;0;0;966814.42;0;673129.89;293684.53;96136.76;1906.32;0;1164.63;0;0;93065.81;31026.64;0;0;31026.64;0;48450.00;0;0;0;0;0;48450.00;0;0;0;0;0;0;0;0;0;0;0;662.89;662.89;0;0;0;0;0;4046.74;0;4046.74;0;151566.88;0;151566.88;0;0;0;0;0;0;0;0;0;118247.22;0;26233.22;92014.00;0;315355.98;0;0;0;0;0;315355.98;0;0;17345157.55;0
Prefeitura Municipal de Colatina - ES;3201506;ES;121670;0;0;0;0;0;0;0;0;796917.28;0;796917.28;0;33906165.19;143008.84;11399801.52;1349553.26;2734.41;0;1046743.74;0;320224.71;86521.59;0;1014995.66;18542581.46;0;0;0;0;2541767.68;28109.99;2513657.69;0;0;0;0;0;6920439.85;90000.00;1415.00;298052.14;4271004.75;2259967.96;0;0;0;0;0;0;77226753.43;34073496.04;32617030.29;1229056.12;92169.99;3347764.74;0;5867236.25;0;0;0;0;0;0;80871186.02;49918084.48;0;0;0;22671356.38;29968.55;860578.68;325556.08;7065641.85;1550460.80;120495.26;623882.52;806083.02;376522.50;0;376045.50;0;477.00;23393848.20;14589551.59;4727193.69;0;4077102.92;542366.00;0;60.00;542306.00;34586078.01;0;14968435.34;19617642.67;593610.52;593610.52;0;0;0;0;0;0;0;0;0;0;1566674.30;37900.00;619866.02;0;0;0;908908.28;0;0;0;0;0;0;0;0;0;0;0;196459.27;0;0;0;0;0;196459.27;0;0;0;0;0;0;0;0;0;4087683.00;0;3010133.77;0;0;0;1077549.23;2204368.66;2019.47;2202349.19;0;0;11972577.84;0;0;2109522.88;63490.79;1101886.17;8697678.00;0;0;283333878.55;29333.92
Prefeitura Municipal de Bacabal - MA;2101202;MA;102265;2863267.83;2863267.83;0;0;0;0;0;0;709943.71;0;0;709943.71;22825208.28;0;19440226.90;3380951.38;1850.00;0;0;0;1580.00;0;0;600.00;0;0;0;0;0;1131550.23;1131550.23;0;0;0;0;0;0;5305478.76;42100.00;26426.00;534928.21;4702024.55;0;0;0;0;0;0;0;51094939.44;9256922.05;40855546.79;0;982470.60;0;0;0;517503.26;0;0;0;0;517503.26;60865146.54;39881971.08;1750978.14;0;0;12949982.72;280423.74;14640.00;0;5987150.86;2748324.84;0;0;2748324.84;0;0;0;0;0;10748633.75;3410035.36;7338598.39;0;0;0;0;0;0;8082433.51;432371.81;5876189.77;1773871.93;356247.77;0;0;0;0;0;356247.77;0;0;0;0;0;11603.42;8203.42;0;0;3400.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;899606.63;7790.00;891816.63;0;0;1770701.84;0;0;1262635.04;0;0;508066.80;0;0;169930589.81;0
Prefeitura Municipal de São Patrício - GO;5220280;GO;2058;707961.44;707961.44;0;0;720.00;720.00;0;0;0;0;0;0;1883316.56;0;1662311.31;221005.25;0;0;0;0;0;0;0;0;0;0;0;0;0;22028.06;22028.06;0;0;0;0;0;0;589525.81;62972.35;0;16789.10;509764.36;0;532660.21;0;532660.21;0;0;0;2405902.85;0;2314463.07;0;80582.73;0;10857.05;0;112313.00;112313.00;0;0;0;0;1470368.31;1470368.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2004951.70;1120580.01;884371.69;0;0;0;0;0;0;0;0;0;0;114220.00;114220.00;0;0;0;0;0;0;0;0;0;0;662355.65;0;0;0;0;0;662355.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24600.00;0;24600.00;0;0;0;0;2172.00;0;2172.00;0;0;481444.46;0;0;0;0;0;481444.46;0;0;11014540.05;0
Prefeitura Municipal de Arujá - SP;3503901;SP;82651;10407908.92;10407908.92;0;0;0;0;0;0;0;0;0;0;44269109.95;0;38755293.02;4890840.97;85285.51;0;235831.90;0;301858.55;0;0;0;0;0;0;0;0;3293839.73;3293839.73;0;0;0;0;0;0;11087484.59;0;0;207823.72;10879660.87;0;770339.13;0;770339.13;0;0;0;43743827.74;17966906.29;25513537.24;48184.34;8321.01;206878.86;0;0;0;0;0;0;0;0;63953988.60;40509879.95;0;0;0;22690862.86;72407.38;680838.41;0;0;1530155.92;0;1530155.92;0;0;0;0;0;0;30347573.74;21339043.05;9008530.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1731750.64;0;1731750.64;0;0;0;0;0;0;0;0;0;1533657.77;0;1533657.77;0;0;4155416.30;0;0;4155416.30;0;0;0;0;0;216825053.03;0
Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;4338;588334.40;588334.40;0;0;0;0;0;0;0;0;0;0;1737719.00;0;1737719.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15857.47;15857.47;0;0;0;0;0;0;839853.03;0;0;0;839853.03;0;0;0;0;0;0;0;3430188.58;3416641.94;0;0;13546.64;0;0;0;0;0;0;0;0;0;3597179.52;2623929.50;225749.52;0;19000.00;623173.08;0;0;0;105327.42;84687.61;0;84687.61;0;0;0;0;0;0;989058.98;171739.64;403847.49;0;413471.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1186968.32;0;1186968.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1768312.55;0;1768312.55;0;0;0;0;202120.17;0;202120.17;0;0;538720.43;0;0;0;0;0;538720.43;0;0;14979000.06;0
Prefeitura Municipal de Itaíba - PE;2607505;PE;26462;1403541.52;1403541.52;0;0;0;0;0;0;0;0;0;0;6197037.20;0;5852884.30;344152.90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1358753.23;0;0;219510.02;844413.05;294830.16;3720643.45;0;3557088.20;0;0;163555.25;8780360.15;8472013.65;104421.37;0;3686.31;160406.64;0;39832.18;0;0;0;0;0;0;23816578.45;22769357.35;0;0;0;0;24409.04;0;0;1022812.06;432611.34;0;432611.34;0;0;0;0;0;0;1523506.21;951269.08;572237.13;0;0;0;0;0;0;0;0;0;0;43279.90;43279.90;0;0;0;0;0;0;0;0;0;0;1234910.28;0;0;0;0;0;1234910.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;451144.32;0;334891.94;0;0;0;116252.38;97652.00;0;52500.00;0;45152.00;2026169.72;0;0;0;0;0;2026169.72;0;0;51086187.77;0
