###Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_absoluto_suav_norm
Prefeitura Municipal de Camocim - CE;  2302602;  CE;  62201; Urbanismo; 17.32%; 3564056.97; 9417435.67; -5853378.70; Previdência Social; 15.54%; 0; 5250621.91; -5250621.91; Educação; 13.10%; 39884210.05; 35456830.11; 4427379.94; Encargos Especiais; 10.33%; 434356.07; 3924593.35; -3490237.28; Despesas (Intraorçamentárias); 07.69%; 0; 2598280.05; -2598280.05;  1.36
Prefeitura Municipal de Pedro Leopoldo - MG;  3149309;  MG;  62473; Saúde; 20.96%; 39063331.97; 30180618.10; 8882713.87; Administração; 19.93%; 22992950.66; 14544726.18; 8448224.48; Previdência Social; 12.39%; 0; 5250621.91; -5250621.91; Saneamento; 08.85%; 6183944.66; 2435161.97; 3748782.69; Urbanismo; 08.61%; 5767767.47; 9417435.67; -3649668.20;  1.25
Prefeitura Municipal de Surubim - PE;  2614501;  PE;  62530; Urbanismo; 18.20%; 1081299.99; 9417435.67; -8336135.68; Saúde; 12.47%; 24469766.54; 30180618.10; -5710851.56; Educação; 12.13%; 29898068.93; 35456830.11; -5558761.18; Previdência Social; 11.46%; 0; 5250621.91; -5250621.91; Encargos Especiais; 06.65%; 880196.05; 3924593.35; -3044397.30;  1.20
Prefeitura Municipal de Rolândia - PR;  4122404;  PR;  62590; Educação; 15.99%; 29533574.47; 35974669.58; -6441095.11; Encargos Especiais; 15.90%; 9955190.40; 3551154.31; 6404036.09; Previdência Social; 13.94%; 0; 5611701.77; -5611701.77; Despesas (Intraorçamentárias); 10.47%; 6489681.98; 2273795.95; 4215886.03; Saúde; 07.76%; 27801400.41; 30927809.79; -3126409.38;  1.18
Prefeitura Municipal de Piripiri - PI;  2208403;  PI;  62600; Administração; 21.55%; 8121757.65; 16018108.47; -7896350.82; Saúde; 14.80%; 27314106.07; 32735848.80; -5421742.73; Previdência Social; 10.91%; 1579239.68; 5576333.97; -3997094.29; Encargos Especiais; 08.40%; 927540.68; 4004276.44; -3076735.76; Urbanismo; 08.38%; 7409078.84; 10480994.42; -3071915.58;  1.07
Prefeitura Municipal de Tefé - AM;  1304203;  AM;  62662; Educação; 16.20%; 45357094.33; 37282353.74; 8074740.59; Administração; 13.30%; 9183323.15; 15812048.29; -6628725.14; Saúde; 11.84%; 25177537.11; 31079144.90; -5901607.79; Gestão Ambiental; 10.74%; 5986987.48; 635998.85; 5350988.63; Previdência Social; 09.93%; 566004.60; 5517397.56; -4951392.96;  1.21
Prefeitura Municipal de São Gabriel - RS;  4318309;  RS;  62692; Saúde; 37.95%; 7525214.88; 32164352.99; -24639138.11; Educação; 15.18%; 27756018.77; 37610512.59; -9854493.82; Administração; 09.37%; 21524774.76; 15442838.01; 6081936.75; Urbanismo; 07.65%; 6128511.66; 11094257.19; -4965745.53; Assistência Social; 04.38%; 1169598.51; 4010410.59; -2840812.08;  1.15
Prefeitura Municipal de Montenegro - RS;  4312401;  RS;  62861; Administração; 23.74%; 26055832.43; 15706044.32; 10349788.11; Educação; 16.39%; 43316778.89; 36169343.28; 7147435.61; Urbanismo; 10.68%; 6546295.84; 11202981.06; -4656685.22; Legislativa; 07.24%; 0; 3156196.19; -3156196.19; Previdência Social; 07.08%; 8656235.10; 5570759.08; 3085476.02;  1.18
Prefeitura Municipal de Cidade Ocidental - GO;  5205497;  GO;  62903; Saúde; 34.30%; 15562764.55; 31304320.25; -15741555.70; Encargos Especiais; 11.19%; 8615882.98; 3478480.61; 5137402.37; Administração; 09.47%; 12107046.53; 16452022.49; -4344975.96; Previdência Social; 08.73%; 2394640.90; 6401268.71; -4006627.81; Despesas (Intraorçamentárias); 07.52%; 0; 3450178.50; -3450178.50;  1.10
Prefeitura Municipal de São Borja - RS;  4318002;  RS;  63089; Saúde; 27.93%; 41615613.26; 29268690.21; 12346923.05; Previdência Social; 13.81%; 11190614.64; 5086391.72; 6104222.92; Despesas (Intraorçamentárias); 09.19%; 6257968.99; 2195238.16; 4062730.83; Educação; 08.34%; 33333289.58; 37017708.22; -3684418.64; Administração; 07.99%; 19867935.18; 16334344.33; 3533590.85;  1.08
Prefeitura Municipal de Biguaçu - SC;  4202305;  SC;  63440; Educação; 21.75%; 28693831.98; 37452389.32; -8758557.34; Administração; 16.23%; 10508077.23; 17040825.76; -6532748.53; Encargos Especiais; 13.05%; 8305905.10; 3051561.27; 5254343.83; Despesas (Intraorçamentárias); 07.40%; 4884306.36; 1905733.97; 2978572.39; Saúde; 07.22%; 32875993.20; 29969320.95; 2906672.25;  1.08
Prefeitura Municipal de Coroatá - MA;  2103604;  MA;  63497; Administração; 16.31%; 10071454.92; 17056770.88; -6985315.96; Educação; 15.66%; 43325644.54; 36619144.10; 6706500.44; Saúde; 14.33%; 23508871.77; 29643313.12; -6134441.35; Legislativa; 06.97%; 0; 2985361.83; -2985361.83; Encargos Especiais; 06.76%; 442608.29; 3336316.08; -2893707.79;  1.37
Prefeitura Municipal de Cruz das Almas - BA;  2909802;  BA;  63761; Urbanismo; 16.33%; 2346370.09; 11178072.87; -8831702.78; Educação; 14.14%; 28970193.35; 36619144.10; -7648950.75; Saúde; 13.83%; 22164724.94; 29643313.12; -7478588.18; Previdência Social; 09.29%; 0; 5024801.19; -5024801.19; Administração; 07.21%; 20958926.58; 17056770.88; 3902155.70;  1.23
Prefeitura Municipal de Campo Bom - RS;  4303905;  RS;  63767; Saúde; 33.93%; 48817884.30; 28203249.03; 20614635.27; Educação; 11.45%; 42997793.48; 36040742.26; 6957051.22; Previdência Social; 11.42%; 11915596.96; 4974818.46; 6940778.50; Gestão Ambiental; 08.85%; 6051523.08; 672852.32; 5378670.76; Urbanismo; 06.44%; 7212771.61; 11124936.69; -3912165.08;  1.08
Prefeitura Municipal de Gaspar - SC;  4205902;  SC;  63826; Saneamento; 27.31%; 15478256.11; 1390108.24; 14088147.87; Urbanismo; 23.61%; 22263376.65; 10083983.92; 12179392.73; Previdência Social; 09.76%; 0; 5033290.35; -5033290.35; Saúde; 05.72%; 26187199.42; 29138582.66; -2951383.24; Essencial à Justiça; 05.24%; 2979121.35; 274555.13; 2704566.22;  1.09
Prefeitura Municipal de Penedo - AL;  2706703;  AL;  63842; Educação; 21.45%; 26935567.64; 37022952.37; -10087384.73; Saneamento; 10.55%; 7121310.10; 2162512.56; 4958797.54; Previdência Social; 09.96%; 0; 4683918.70; -4683918.70; Administração; 08.51%; 12256594.75; 16256668.67; -4000073.92; Cultura; 07.25%; 4384324.97; 974642.63; 3409682.34;  1.33
Prefeitura Municipal de Cruz Alta - RS;  4306106;  RS;  63946; Educação; 21.81%; 27629091.16; 37639229.91; -10010138.75; Encargos Especiais; 12.29%; 8748819.50; 3110751.55; 5638067.95; Segurança Pública; 10.33%; 5678709.48; 937383.79; 4741325.69; Previdência Social; 10.21%; 0; 4683918.70; -4683918.70; Legislativa; 06.86%; 0; 3147040.55; -3147040.55;  1.19
Prefeitura Municipal de Cabedelo - PB;  2503209;  PB;  64360; Administração; 23.15%; 30145745.01; 15521396.97; 14624348.04; Saúde; 22.01%; 42745234.21; 28844366.22; 13900867.99; Segurança Pública; 10.06%; 7216363.80; 860501.07; 6355862.73; Urbanismo; 06.96%; 15264820.47; 10865135.60; 4399684.87; Legislativa; 05.03%; 0; 3177339.64; -3177339.64;  1.17
Prefeitura Municipal de Peruíbe - SP;  3537602;  SP;  64531; Saúde; 32.42%; 56204950.51; 30351249.01; 25853701.50; Urbanismo; 19.74%; 26287933.34; 10548439.74; 15739493.60; Educação; 19.03%; 52047087.38; 36870759.09; 15176328.29; Administração; 05.15%; 20107402.87; 16004245.79; 4103157.08; Despesas (Intraorçamentárias); 04.97%; 6025795.99; 2062987.54; 3962808.45;  1.12
Prefeitura Municipal de Goianésia - GO;  5208608;  GO;  64861; Urbanismo; 15.23%; 16291400.06; 11038039.74; 5253360.32; Encargos Especiais; 10.00%; 0; 3451216.28; -3451216.28; Educação; 08.68%; 34319195.86; 37313481.55; -2994285.69; Previdência Social; 07.81%; 7652077.73; 4958026.10; 2694051.63; Saúde; 07.55%; 29229376.70; 31834318.36; -2604941.66;  1.16
Prefeitura Municipal de Santana do Araguaia - PA;  1506708;  PA;  65062; Saúde; 24.72%; 15787270.27; 32919526.45; -17132256.18; Urbanismo; 16.45%; 140783.56; 11546184.16; -11405400.60; Educação; 16.39%; 26278720.19; 37641640.41; -11362920.22; Administração; 08.18%; 21573614.68; 15904847.64; 5668767.04; Previdência Social; 05.09%; 1497122.09; 5022346.39; -3525224.30;  1.23
Prefeitura Municipal de Araranguá - SC;  4201406;  SC;  65090; Saúde; 24.25%; 23476861.94; 33234711.45; -9757849.51; Educação; 23.38%; 29028647.54; 38438954.88; -9410307.34; Previdência Social; 07.07%; 2071387.61; 4918777.01; -2847389.40; Transporte; 06.62%; 3013812.55; 350390.10; 2663422.45; Despesas (Intraorçamentárias); 05.51%; 0; 2216608.15; -2216608.15;  1.14
Prefeitura Municipal de Santa Isabel do Pará - PA;  1506500;  PA;  65251; Saúde; 26.92%; 16569753.09; 32925337.18; -16355584.09; Urbanismo; 17.45%; 1483740.36; 12086239.25; -10602498.89; Administração; 13.89%; 6569955.21; 15010752.76; -8440797.55; Previdência Social; 07.55%; 0; 4589534.63; -4589534.63; Transporte; 06.58%; 4481000.56; 480645.50; 4000355.06;  1.21
Prefeitura Municipal de Lençóis Paulista - SP;  3526803;  SP;  65587; Despesas (Intraorçamentárias); 18.14%; 11479680.48; 1642624.13; 9837056.35; Previdência Social; 14.91%; 12071616.40; 3985953.81; 8085662.59; Saneamento; 13.25%; 9333481.55; 2149826.87; 7183654.68; Educação; 12.96%; 44453346.04; 37429621.54; 7023724.50; Urbanismo; 11.17%; 17430279.07; 11375990.01; 6054289.06;  1.09
Prefeitura Municipal de Tupã - SP;  3555000;  SP;  65596; Educação; 25.95%; 26468971.12; 38259939.51; -11790968.39; Gestão Ambiental; 11.79%; 6041059.41; 683457.39; 5357602.02; Previdência Social; 08.40%; 920970.36; 4738610.61; -3817640.25; Saúde; 06.84%; 29582452.90; 32691331.39; -3108878.49; Assistência Social; 06.09%; 6801750.37; 4034655.56; 2767094.81;  1.14
Prefeitura Municipal de Cosmópolis - SP;  3512803;  SP;  65628; Educação; 21.35%; 45954043.77; 37618654.44; 8335389.33; Previdência Social; 11.13%; 0; 4342958.45; -4342958.45; Segurança Pública; 10.91%; 5485518.32; 1227743.86; 4257774.46; Saneamento; 09.29%; 5943513.55; 2317462.26; 3626051.29; Saúde; 07.95%; 28611346.02; 31714904.47; -3103558.45;  1.18
Prefeitura Municipal de Camaquã - RS;  4303509;  RS;  65628; Saúde; 23.21%; 20016602.39; 31768033.19; -11751430.80; Previdência Social; 13.85%; 10915942.40; 3905783.65; 7010158.75; Educação; 13.43%; 31429756.70; 38226955.29; -6797198.59; Despesas (Intraorçamentárias); 11.14%; 7379666.66; 1740052.05; 5639614.61; Urbanismo; 10.21%; 6150047.96; 11317949.69; -5167901.73;  1.08
Prefeitura Municipal de Itapecuru Mirim - MA;  2105401;  MA;  65713; Saúde; 22.25%; 18319859.62; 30973070.96; -12653211.34; Educação; 22.00%; 50023164.28; 37517057.89; 12506106.39; Urbanismo; 14.63%; 3611977.03; 11928979.52; -8317002.49; Administração; 12.88%; 7918794.48; 15242754.96; -7323960.48; Previdência Social; 06.89%; 0; 3920257.54; -3920257.54;  1.15
Prefeitura Municipal de União dos Palmares - AL;  2709301;  AL;  65764; Saúde; 15.56%; 25043585.23; 30371514.44; -5327929.21; Previdência Social; 11.91%; 0; 4077976.84; -4077976.84; Urbanismo; 10.63%; 7215882.58; 10853706.35; -3637823.77; Saneamento; 09.88%; 5493944.00; 2111768.24; 3382175.76; Educação; 07.99%; 39954641.97; 37220507.10; 2734134.87;  1.15
Prefeitura Municipal de Pesqueira - PE;  2610905;  PE;  65770; Administração; 19.27%; 8181369.29; 14418674.99; -6237305.70; Saúde; 17.14%; 24639558.83; 30189430.97; -5549872.14; Educação; 15.62%; 32781760.59; 37836784.64; -5055024.05; Urbanismo; 08.66%; 7980498.32; 10783958.97; -2803460.65; Despesas (Intraorçamentárias); 06.51%; 0; 2108835.39; -2108835.39;  1.52
Prefeitura Municipal de Capanema - PA;  1502202;  PA;  65932; Educação; 25.25%; 28659721.19; 37836784.64; -9177063.45; Previdência Social; 11.22%; 0; 4077976.84; -4077976.84; Legislativa; 09.26%; 0; 3366473.33; -3366473.33; Administração; 07.02%; 11868549.56; 14418674.99; -2550125.43; Saneamento; 06.51%; 0; 2365308.73; -2365308.73;  1.32
Prefeitura Municipal de Itaberaba - BA;  2914703;  BA;  66065; Previdência Social; 19.99%; 8309091.82; 3688210.90; 4620880.92; Saúde; 14.85%; 27092181.12; 30524741.67; -3432560.55; Saneamento; 09.71%; 229121.57; 2472358.73; -2243237.16; Despesas (Intraorçamentárias); 09.12%; 0; 2108835.39; -2108835.39; Assistência Social; 08.46%; 1863889.14; 3819481.44; -1955592.30;  1.15
Prefeitura Municipal de Rio do Sul - SC;  4214805;  SC;  66251; Saúde; 53.44%; 71398772.59; 28192879.28; 43205893.31; Despesas (Intraorçamentárias); 08.17%; 8300744.57; 1693798.16; 6606946.41; Educação; 07.02%; 42376421.00; 36703753.10; 5672667.90; Urbanismo; 05.67%; 14749404.84; 10168922.31; 4580482.53; Gestão Ambiental; 03.84%; 3577500.43; 475631.24; 3101869.19;  1.18
Prefeitura Municipal de Grajaú - MA;  2104800;  MA;  66732; Educação; 38.49%; 58930762.13; 36220219.78; 22710542.35; Urbanismo; 12.87%; 1999195.52; 9591995.89; -7592800.37; Saúde; 07.38%; 24597755.17; 28952570.38; -4354815.21; Previdência Social; 06.41%; 0; 3783320.59; -3783320.59; Legislativa; 05.76%; 0; 3398488.39; -3398488.39;  1.30
Prefeitura Municipal de Caicó - RN;  2402006;  RN;  66759; Educação; 25.82%; 27532569.39; 36942941.46; -9410372.07; Administração; 15.85%; 7551166.46; 13329384.71; -5778218.25; Previdência Social; 11.22%; 0; 4091561.54; -4091561.54; Saneamento; 06.95%; 0; 2532029.56; -2532029.56; Urbanismo; 06.59%; 7204545.59; 9607886.33; -2403340.74;  1.19
Prefeitura Municipal de Embu-Guaçu - SP;  3515103;  SP;  66792; Educação; 21.63%; 44974937.06; 36319832.80; 8655104.26; Urbanismo; 20.80%; 17347397.52; 9025884.76; 8321512.76; Administração; 12.02%; 8173934.75; 12983206.62; -4809271.87; Previdência Social; 09.27%; 0; 3708957.65; -3708957.65; Segurança Pública; 05.71%; 3070722.19; 787642.84; 2283079.35;  1.09
Prefeitura Municipal de Escada - PE;  2605202;  PE;  66907; Saúde; 27.26%; 18541768.99; 29127669.30; -10585900.31; Educação; 12.60%; 32225281.20; 37117147.28; -4891866.08; Previdência Social; 09.29%; 0; 3605388.27; -3605388.27; Legislativa; 08.44%; 0; 3276884.80; -3276884.80; Saneamento; 06.27%; 0; 2432983.39; -2432983.39;  1.37
Prefeitura Municipal de Icó - CE;  2305407;  CE;  67045; Administração; 24.38%; 22161541.23; 12178288.42; 9983252.81; Saúde; 16.40%; 24219463.22; 30936741.56; -6717278.34; Urbanismo; 15.15%; 3225294.36; 9427775.95; -6202481.59; Previdência Social; 09.89%; 0; 4049374.77; -4049374.77; Educação; 05.51%; 38554810.59; 36297248.03; 2257562.56;  1.18
Prefeitura Municipal de Ouricuri - PE;  2609907;  PE;  67098; Saúde; 39.46%; 16245638.40; 30843540.43; -14597902.03; Urbanismo; 09.74%; 5430834.10; 9035246.86; -3604412.76; Previdência Social; 08.04%; 6297130.86; 3321241.21; 2975889.65; Administração; 05.54%; 10250755.12; 12299499.30; -2048744.18; Saneamento; 05.32%; 0; 1969210.30; -1969210.30;  1.18
Prefeitura Municipal de Itamaraju - BA;  2915601;  BA;  67191; Saúde; 21.55%; 24248041.03; 30176699.70; -5928658.67; Administração; 17.11%; 7238881.16; 11945595.97; -4706714.81; Previdência Social; 12.88%; 48091.41; 3590049.24; -3541957.83; Urbanismo; 11.38%; 11831799.42; 8700563.34; 3131236.08; Saneamento; 07.16%; 0; 1969210.30; -1969210.30;  1.21
Prefeitura Municipal de Conceição do Coité - BA;  2908408;  BA;  67651; Saúde; 32.11%; 19918600.94; 30176699.70; -10258098.76; Administração; 13.08%; 7766791.24; 11945595.97; -4178804.73; Previdência Social; 11.24%; 0; 3590049.24; -3590049.24; Legislativa; 10.10%; 0; 3225486.45; -3225486.45; Saneamento; 05.70%; 148380.10; 1969210.30; -1820830.20;  1.30
Prefeitura Municipal de Pacajus - CE;  2309607;  CE;  67678; Saúde; 33.15%; 21115968.09; 31201214.93; -10085246.84; Administração; 13.36%; 7986464.62; 12050997.12; -4064532.50; Educação; 12.40%; 39992660.89; 36220005.57; 3772655.32; Saneamento; 06.22%; 73555.53; 1965532.53; -1891977.00; Urbanismo; 05.82%; 7174760.36; 8944076.67; -1769316.31;  1.13
Prefeitura Municipal de Formiga - MG;  3126109;  MG;  67833; Educação; 19.64%; 26335562.02; 36532718.11; -10197156.09; Saúde; 15.13%; 25343823.94; 33196902.50; -7853078.56; Administração; 12.63%; 18410171.76; 11851616.27; 6558555.49; Saneamento; 08.94%; 6912508.14; 2271544.74; 4640963.40; Despesas (Intraorçamentárias); 08.36%; 6098548.19; 1758215.73; 4340332.46;  1.11
Prefeitura Municipal de Fernandópolis - SP;  3515509;  SP;  67836; Despesas (Intraorçamentárias); 20.91%; 10903524.47; 1694159.81; 9209364.66; Previdência Social; 13.31%; 9430121.66; 3568188.39; 5861933.27; Administração; 12.98%; 17638785.03; 11921977.75; 5716807.28; Educação; 08.95%; 32335039.19; 36278008.37; -3942969.18; Saúde; 08.46%; 29735619.78; 33463263.58; -3727643.80;  1.22
Prefeitura Municipal de Oriximiná - PA;  1505304;  PA;  67939; Educação; 32.94%; 63276677.09; 36278008.37; 26998668.72; Administração; 25.63%; 32929014.41; 11921977.75; 21007036.66; Saneamento; 05.93%; 7286836.40; 2424478.64; 4862357.76; Urbanismo; 05.82%; 4345854.89; 9118903.18; -4773048.29; Previdência Social; 04.35%; 0; 3568188.39; -3568188.39;  1.25
Prefeitura Municipal de Estância - SE;  2802106;  SE;  67953; Educação; 19.89%; 47393252.90; 37272159.83; 10121093.07; Urbanismo; 15.81%; 16895297.14; 8849629.80; 8045667.34; Cultura; 07.66%; 5020339.45; 1122241.25; 3898098.20; Encargos Especiais; 06.19%; 0; 3147472.63; -3147472.63; Saneamento; 05.52%; 5708376.15; 2901115.09; 2807261.06;  1.18
Prefeitura Municipal de Farroupilha - RS;  4307906;  RS;  68030; Administração; 25.70%; 32104302.65; 12080765.13; 20023537.52; Educação; 15.58%; 49277758.04; 37140664.27; 12137093.77; Saúde; 12.95%; 44002953.34; 33913343.20; 10089610.14; Despesas (Intraorçamentárias); 11.85%; 11607612.71; 2372194.31; 9235418.40; Transporte; 08.05%; 7504378.16; 1228645.18; 6275732.98;  3.86
Prefeitura Municipal de Januária - MG;  3135209;  MG;  68065; Educação; 28.43%; 21514306.05; 39646231.07; -18131925.02; Saúde; 23.54%; 20879794.58; 35888386.44; -15008591.86; Administração; 08.67%; 8373946.14; 13902590.93; -5528644.79; Urbanismo; 08.33%; 4361818.81; 9671511.42; -5309692.61; Despesas (Intraorçamentárias); 05.45%; 0; 3476458.83; -3476458.83;  1.13
Prefeitura Municipal de Sousa - PB;  2516201;  PB;  68434; Educação; 40.50%; 20673673.15; 43271729.98; -22598056.83; Saúde; 08.70%; 33798395.22; 38650177.64; -4851782.42; Previdência Social; 06.47%; 513772.90; 4125518.77; -3611745.87; Despesas (Intraorçamentárias); 06.23%; 0; 3476458.83; -3476458.83; Administração; 06.17%; 10806643.43; 14251012.88; -3444369.45;  1.09
Prefeitura Municipal de Mococa - SP;  3530508;  SP;  68695; Previdência Social; 12.90%; 8074244.98; 3930386.40; 4143858.58; Saneamento; 12.73%; 0; 4088622.02; -4088622.02; Despesas (Intraorçamentárias); 12.67%; 0; 4071353.28; -4071353.28; Educação; 10.72%; 38932481.04; 42375820.75; -3443339.71; Assistência Social; 09.38%; 7032533.88; 4017779.57; 3014754.31;  1.11
Prefeitura Municipal de Santo Antônio do Descoberto - GO;  5219753;  GO;  69000; Saúde; 40.92%; 16530559.38; 40460299.59; -23929740.21; Despesas (Intraorçamentárias); 07.14%; 0; 4175635.05; -4175635.05; Encargos Especiais; 06.40%; 446836.71; 4189615.30; -3742778.59; Urbanismo; 06.35%; 7522354.50; 11232801.41; -3710446.91; Saneamento; 05.20%; 998291.14; 4038707.46; -3040416.32;  1.19
Prefeitura Municipal de Brumado - BA;  2904605;  BA;  69022; Administração; 17.40%; 7839775.72; 15198726.17; -7358950.45; Previdência Social; 12.21%; 0; 5164378.54; -5164378.54; Despesas (Intraorçamentárias); 11.15%; 0; 4715418.27; -4715418.27; Saneamento; 10.68%; 310997.21; 4828718.08; -4517720.87; Educação; 08.56%; 39299390.42; 42921556.15; -3622165.73;  1.13
Prefeitura Municipal de São Sebastião do Paraíso - MG;  3164704;  MG;  69057; Educação; 27.75%; 22156825.71; 43294481.06; -21137655.35; Saúde; 27.67%; 60400908.38; 39320778.25; 21080130.13; Urbanismo; 10.16%; 4024346.02; 11765146.36; -7740800.34; Saneamento; 06.67%; 58019.87; 5136612.72; -5078592.85; Previdência Social; 05.46%; 8879729.96; 4720392.05; 4159337.91;  1.11
Prefeitura Municipal de Novo Repartimento - PA;  1505064;  PA;  69267; Administração; 26.99%; 40429585.30; 14440608.88; 25988976.42; Saúde; 19.10%; 22738054.97; 41129850.51; -18391795.54; Urbanismo; 08.37%; 3744588.90; 11805098.94; -8060510.04; Educação; 08.35%; 50513718.10; 42474581.82; 8039136.28; Previdência Social; 05.36%; 0; 5164378.54; -5164378.54;  1.22
Prefeitura Municipal de Cascavel - CE;  2303501;  CE;  69498; Saúde; 33.99%; 23422482.39; 41962244.06; -18539761.67; Administração; 15.54%; 7049889.29; 15528933.68; -8479044.39; Saneamento; 09.17%; 0; 5000827.18; -5000827.18; Despesas (Intraorçamentárias); 08.65%; 0; 4717881.24; -4717881.24; Segurança Pública; 05.09%; 0; 2774118.23; -2774118.23;  1.11
Prefeitura Municipal de Venâncio Aires - RS;  4322608;  RS;  69521; Educação; 23.07%; 28240825.72; 44643326.83; -16402501.11; Despesas (Intraorçamentárias); 12.19%; 12713880.70; 4043936.83; 8669943.87; Administração; 09.84%; 10094487.64; 17091772.84; -6997285.20; Previdência Social; 08.10%; 10478725.42; 4721128.77; 5757596.65; Saneamento; 08.08%; 0; 5742051.12; -5742051.12;  1.14
Prefeitura Municipal de Buriticupu - MA;  2102325;  MA;  69548; Saúde; 28.11%; 24274038.10; 45174870.10; -20900832.00; Administração; 15.75%; 5488267.28; 17197173.99; -11708906.71; Urbanismo; 09.08%; 6029420.30; 12778869.18; -6749448.88; Saneamento; 07.21%; 375620.14; 5738373.34; -5362753.20; Educação; 06.66%; 49005891.41; 44055735.08; 4950156.33;  1.27
Prefeitura Municipal de Amparo - SP;  3501905;  SP;  69808; Saúde; 35.38%; 72752953.32; 43424764.62; 29328188.70; Saneamento; 17.01%; 18902710.39; 4801047.74; 14101662.65; Desporto e Lazer; 07.28%; 7890127.10; 1856745.57; 6033381.53; Previdência Social; 06.18%; 0; 5127234.99; -5127234.99; Educação; 05.82%; 38551195.66; 43379143.29; -4827947.63;  1.09
Prefeitura Municipal de Castro - PR;  4104907;  PR;  70454; Saúde; 24.55%; 32433922.16; 45795221.09; -13361298.93; Saneamento; 09.17%; 409740.46; 5400557.85; -4990817.39; Previdência Social; 08.90%; 0; 4845450.81; -4845450.81; Administração; 08.20%; 12711976.19; 17177852.09; -4465875.90; Despesas (Intraorçamentárias); 07.84%; 0; 4268340.24; -4268340.24;  1.20
Prefeitura Municipal de Navegantes - SC;  4211306;  SC;  70565; Educação; 24.71%; 67276282.14; 43309278.24; 23967003.90; Saúde; 20.18%; 27321452.08; 46895173.27; -19573721.19; Saneamento; 10.32%; 15241105.08; 5228932.16; 10012172.92; Despesas (Intraorçamentárias); 10.28%; 13560689.90; 3590305.75; 9970384.15; Administração; 06.86%; 11094542.00; 17748420.73; -6653878.73;  1.14
Prefeitura Municipal de Cajamar - SP;  3509205;  SP;  70710; Educação; 17.90%; 71625642.07; 42699542.90; 28926099.17; Administração; 17.66%; 44810462.16; 16273772.41; 28536689.75; Despesas (Intraorçamentárias); 11.71%; 22085290.46; 3164075.72; 18921214.74; Saúde; 09.24%; 60380659.32; 45444389.31; 14936270.01; Segurança Pública; 07.27%; 14101639.45; 2350139.07; 11751500.38;  1.13
Prefeitura Municipal de Vinhedo - SP;  3556701;  SP;  71217; Educação; 30.15%; 111623987.41; 41742228.89; 69881758.52; Saúde; 21.03%; 93198009.78; 44440106.53; 48757903.25; Urbanismo; 14.67%; 45084819.38; 11076247.46; 34008571.92; Saneamento; 07.98%; 23044452.22; 4552717.96; 18491734.26; Segurança Pública; 06.73%; 17752997.94; 2163066.12; 15589931.82;  1.14
Prefeitura Municipal de Casa Nova - BA;  2907202;  BA;  71504; Saúde; 40.77%; 18750423.00; 47410087.26; -28659664.26; Urbanismo; 10.51%; 5485989.04; 12870789.61; -7384800.57; Administração; 09.35%; 11513624.33; 18085832.71; -6572208.38; Previdência Social; 07.29%; 0; 5124649.25; -5124649.25; Despesas (Intraorçamentárias); 06.31%; 0; 4435718.98; -4435718.98;  1.21
Prefeitura Municipal de Campo Formoso - BA;  2906006;  BA;  71900; Saúde; 41.27%; 19897134.20; 47410087.26; -27512953.06; Administração; 16.72%; 6940505.61; 18085832.71; -11145327.10; Saneamento; 07.58%; 530838.98; 5586434.49; -5055595.51; Educação; 05.79%; 50149983.41; 46289744.61; 3860238.80; Segurança Pública; 04.58%; 0; 3050716.02; -3050716.02;  1.25
Prefeitura Municipal de Santa Rosa - RS;  4317202;  RS;  71961; Saúde; 23.17%; 64864751.69; 45714461.89; 19150289.80; Urbanismo; 11.50%; 4016977.10; 13526403.78; -9509426.68; Educação; 11.11%; 37126918.19; 46306545.00; -9179626.81; Transporte; 10.69%; 10890392.42; 2056442.16; 8833950.26; Despesas (Intraorçamentárias); 09.25%; 11897888.98; 4255521.35; 7642367.63;  1.13
Prefeitura Municipal de Concórdia - SC;  4204301;  SC;  72073; Saúde; 13.69%; 52560805.28; 45324971.72; 7235833.56; Despesas (Intraorçamentárias); 11.46%; 10386380.02; 4331096.80; 6055283.22; Saneamento; 10.91%; 0; 5766185.20; -5766185.20; Urbanismo; 09.19%; 17781854.26; 12924178.91; 4857675.35; Agricultura; 09.17%; 5903364.91; 1058030.58; 4845334.33;  1.09
Prefeitura Municipal de Aracati - CE;  2301109;  CE;  72248; Saúde; 31.11%; 28643437.75; 47126484.01; -18483046.26; Urbanismo; 11.90%; 6367002.38; 13437153.89; -7070151.51; Educação; 09.89%; 39928590.27; 45801735.36; -5873145.09; Saneamento; 08.85%; 457501.17; 5716270.64; -5258769.47; Previdência Social; 06.34%; 8181515.48; 4412696.05; 3768819.43;  1.21
