##Instituição;Cod.IBGE;UF;População;"01 - Legislativa";"02 - Judiciária";"03 - Essencial à Justiça";"04 - Administração";"05 - Defesa Nacional";"06 - Segurança Pública";"07 - Relações Exteriores";"08 - Assistência Social";"09 - Previdência Social";"10 - Saúde";"11 - Trabalho";"12 - Educação";"13 - Cultura";"14 - Direitos da Cidadania";"15 - Urbanismo";"16 - Habitação";"17 - Saneamento";"18 - Gestão Ambiental";"19 - Ciência e Tecnologia";"20 - Agricultura";"21 - Organização Agrária";"22 - Indústria";"23 - Comércio e Serviços";"24 - Comunicações";"25 - Energia";"26 - Transporte";"27 - Desporto e Lazer";"28 - Encargos Especiais";"Despesas (Intraorçamentárias)";lof_absoluto_com_pop;lof_absoluto_sem_pop;lof_absoluto_suav;lof_absoluto_suav_norm;lof_relativo;lof_relativo_norm
Prefeitura Municipal de São José dos Cordeiros - PB;2514800;PB;3739;530846.04;0;0;1308649.36;0;0;0;499402.76;511223.88;2580036.28;0;2225822.08;597866.69;0;751419.13;36807.28;83502.05;0;0;536557.19;0;0;0;0;0;308374.52;0;0;0;0.98;0.98;1.22;1.17;1.15;1.38
Prefeitura Municipal de Lençóis Paulista - SP;3526803;SP;65587;3938278.04;0;0;16536457.66;0;461351.35;0;6911490.83;12071616.40;33260329.85;0;44453346.04;3049755.08;0;17430279.07;736987.11;9333481.55;70300.62;0;708241.94;0;1297138.43;20000.00;0;0;0;3156081.22;2657784.05;11479680.48;1.08;1.08;1.11;1.09;1.13;1.23
Prefeitura Municipal de Itiquira - MT;5104609;MT;12293;2261153.53;0;0;5972550.43;0;0;0;2261128.21;489950.99;12579389.77;529061.72;10949797.66;624549.09;0;3667603.31;0;784763.76;167500.26;0;1303461.54;0;0;134837.62;0;285807.66;4614890.85;499438.64;1123771.88;1517013.74;1.14;1.14;1.09;1.10;1.06;1.32
Prefeitura Municipal de Cachoeira - BA;2904902;BA;34394;1877921.92;109212.00;0;5251004.87;0;0;0;1752388.50;246899.34;10592354.02;0;15158278.17;2756276.17;0;4721909.43;0;109392.53;7870.96;0;357747.42;0;0;0;0;582934.80;440815.33;8620.00;0;0;1.07;1.07;1.07;1.09;1.02;1.23
Prefeitura Municipal de Barreiras - BA;2903201;BA;152208;7691030.28;2008268.61;0;41908981.65;0;61389.87;0;5863734.84;0;94985299.95;0;77744455.37;5260204.99;92951.91;21227758.57;0;0;240295.53;0;5083666.41;0;0;0;0;1414338.34;245200.16;618476.06;12165972.54;0;1.14;1.14;1.26;1.29;1.02;1.19
Prefeitura Municipal de Jari - RS;4311130;RS;3660;625698.09;0;0;3746192.93;0;0;0;378990.95;272267.33;2712967.14;0;3648599.68;16503.76;0;0;20886.02;0;48707.00;0;1211384.31;0;0;0;0;0;0;23158.51;200472.95;1037708.13;1.12;1.12;1.23;1.17;1.14;1.31
Prefeitura Municipal de Paty do Alferes - RJ;3303856;RJ;26758;2934960.45;0;0;13731467.62;0;2590.00;0;1971398.57;2947670.92;18242505.07;0;16900484.30;515328.04;0;1832858.04;0;32179.00;1324367.75;0;565841.03;0;0;1492578.14;0;0;0;527521.22;12620.84;0;1.14;1.14;1.10;1.07;1.05;1.40
Prefeitura Municipal de Pires Ferreira - CE;2310951;CE;10616;868253.00;0;0;3455351.07;0;0;0;1319592.35;0;4256163.01;0;7625810.51;292345.75;0;3483678.97;0;198858.34;0;0;187998.87;0;0;0;0;0;117210.94;431337.13;118347.71;0;1.12;1.12;0.97;0.97;1.10;1.13
Prefeitura Municipal de Jaguaripe - BA;2917805;BA;18432;1014707.40;0;0;3110384.97;0;0;0;611975.94;0;6288059.43;0;24616055.00;877477.21;0;5011655.57;0;0;171881.88;0;0;0;0;0;0;0;0;0;184762.14;0;1.15;1.15;1.16;1.13;1.44;1.41
Prefeitura Municipal de Jaboticabal - SP;3524303;SP;75436;6027339.58;244568.39;629620.83;18096007.81;0;1088630.91;0;5810486.71;25380900.59;46101117.00;315926.33;43203634.53;2646214.42;0;12705844.36;5885.88;16368026.17;324435.97;0;1534489.64;0;226151.84;404169.67;0;1005.46;1436006.85;1997099.93;3287177.75;21950907.30;1.28;1.28;1.13;1.10;1.25;1.34
Prefeitura Municipal de Candiota - RS;4304358;RS;9266;0;447949.30;0;23795919.78;0;0;0;1205386.32;2009720.84;6889997.51;0;5469140.70;269742.70;0;0;147722.73;0;0;0;231225.20;0;0;0;0;0;0;0;0;2596908.52;2.27;2.27;1.44;1.31;1.94;2.25
Prefeitura Municipal de Madre de Deus de Minas - MG;3139102;MG;5108;506794.94;0;0;1297356.63;0;0;0;300805.58;216418.09;3541257.91;0;2317601.22;120964.56;0;820651.70;0;41582.67;252827.32;0;926399.35;0;0;0;0;0;89465.19;53456.65;290299.35;0;1.14;1.14;0.98;0.98;1.19;1.40
Prefeitura Municipal de Canelinha - SC;4203709;SC;11452;927320.84;0;0;1888669.19;0;99093.68;0;982529.67;0;7341338.06;0;7859652.03;74457.61;0;5868543.20;149955.17;988553.79;0;0;505890.29;0;0;0;0;377505.05;1722886.30;140264.36;1346365.70;0;1.25;1.25;1.07;1.07;1.21;1.42
Prefeitura Municipal de Guaporema - PR;4109104;PR;2290;0;96421.68;0;1996997.79;31286.89;0;0;172460.24;0;2570537.68;0;3018011.10;133076.29;0;614214.64;90070.10;0;0;0;260094.91;0;231536.16;0;0;0;1041570.52;98954.42;443649.74;0;1.04;1.04;1.21;1.20;1.13;2.07
Prefeitura Municipal de Biguaçu - SC;4202305;SC;63440;5272248.61;0;0;10508077.23;0;356150.36;0;3833839.30;3463237.25;32875993.20;0;28693831.98;21789.93;155626.61;10751238.18;332583.48;17674.58;562758.49;0;1791584.25;0;621372.05;151734.16;0;0;1542699.12;1704528.09;8305905.10;4884306.36;1.12;1.12;1.08;1.08;1.04;1.18
Prefeitura Municipal de Lagoa d'Anta - RN;2406205;RN;6640;523048.14;0;0;1680048.42;0;0;0;456944.07;0;3855751.30;0;4442373.23;55420.83;57790.97;938255.29;0;0;40194.00;0;167282.65;0;0;0;0;0;69593.16;162770.77;0;0;0.99;0.99;1.06;1.15;1.01;1.16
Prefeitura Municipal de Armação dos Búzios - RJ;3300233;RJ;30439;5993615.66;0;0;30675590.37;0;11336716.94;0;715492.20;3054251.95;54419757.74;0;51492568.99;1516765.82;0;29158179.68;190435.30;0;1879205.66;0;0;0;0;4905560.74;0;0;459601.21;899692.73;886084.99;0;1.16;1.16;1.20;1.24;1.43;3.04
Prefeitura Municipal de Sapezal - MT;5107875;MT;21811;2636365.77;0;0;7020915.62;0;85631.10;0;2355031.22;0;18477083.96;0;22498369.33;1117271.65;0;6352632.33;0;1050201.21;152327.57;0;67104.45;0;16764.40;950147.19;0;0;2077854.88;1304409.53;1119377.79;0;1.06;1.06;1.03;1.04;1.07;1.26
Prefeitura Municipal de Lacerdópolis - SC;4209201;SC;2244;341596.05;0;33501.12;1734402.88;0;12634.82;0;186970.26;0;2966644.33;0;1909482.88;71011.58;0;200617.83;2878.00;0;0;0;765580.54;0;73430.77;0;11760.00;165116.00;2827531.33;448661.15;28881.43;0;1.16;1.16;1.24;1.26;1.25;1.67
Prefeitura Municipal de Pimenta - MG;3150505;MG;8619;683602.38;85621.40;11387.13;2778874.10;0;21404.73;0;666966.32;0;4590611.11;0;5225284.15;303711.10;0;2276385.13;0;970219.28;67520.90;0;149240.97;0;0;7298.00;0;314865.89;1193003.42;267998.66;604851.97;0;1.08;1.08;1.09;1.12;1.06;1.20
Prefeitura Municipal de Mesópolis - SP;3529658;SP;1933;444496.60;0;0;1688161.02;0;0;0;478046.74;1065900.63;2481187.22;0;3513583.63;0;81396.32;1063378.08;0;0;125744.01;0;257582.36;0;0;0;0;0;360312.27;182966.13;794199.77;0;1.13;1.13;1.19;1.18;1.35;1.80
Prefeitura Municipal de Icém - SP;3519808;SP;7938;1032655.23;0;0;3712600.86;0;16788.41;0;2675959.15;1523070.61;9626359.84;0;9793009.68;1066759.70;0;2039486.05;0;0;55428.83;0;266571.89;0;51292.87;0;0;142557.28;737267.68;570382.51;1008743.77;0;1.03;1.03;1.09;1.11;1.14;1.32
Prefeitura Municipal de Itaipé - MG;3132305;MG;12489;588119.23;0;0;2389164.66;0;23108.98;0;939542.91;105638.86;4080080.70;0;7781669.60;156838.61;0;1605979.96;0;0;379.50;0;446445.10;0;0;0;0;0;746960.43;286728.70;98487.17;0;0.99;0.99;0.99;1.00;0.97;0.98
Prefeitura Municipal de Patu - RN;2409308;RN;12635;807738.94;0;0;2258387.40;0;0;0;606013.18;0;5631097.00;0;5721294.81;210553.15;0;1759669.91;0;0;0;0;326840.06;0;0;549667.77;0;0;0;17441.82;528975.28;0;1.03;1.03;1.05;1.03;0.97;1.27
Prefeitura Municipal de Nossa Senhora das Graças - PR;4116406;PR;4059;0;89042.71;0;1787615.73;1167.00;0;0;401489.30;0;3207094.46;0;2849014.66;34324.18;0;1104662.08;0;280503.12;0;0;364618.12;0;0;0;0;0;774752.33;104442.07;201097.16;0;1.02;1.02;1.13;1.19;1.05;1.25
Prefeitura Municipal de Simolândia - GO;5220686;GO;6804;623507.62;0;0;2295931.49;0;4830.50;0;576895.78;886235.23;3257356.28;90419.57;3887401.03;12848.03;0;689935.17;0;0;22500.00;0;461936.40;0;0;0;0;0;308084.52;115528.79;0;0;1.02;1.02;1.05;1.06;1.03;1.07
Prefeitura Municipal de Coroaci - MG;3119203;MG;10422;779063.02;79164.85;0;2634077.87;13515.00;111458.20;0;577018.06;1313726.21;4584929.96;176181.55;5589109.52;515741.86;0;1442459.34;0;262973.11;55154.63;0;453782.99;0;0;0;0;188184.52;881128.66;181250.47;276195.45;344650.65;1.05;1.05;1.06;1.04;1.02;1.17
Prefeitura Municipal de Jaguaribara - CE;2306801;CE;10999;880393.31;0;0;1862893.34;0;0;0;636971.60;0;5329876.48;0;8242775.56;95782.52;0;1243058.42;0;0;69205.97;14892.47;92707.24;0;0;57934.80;816.50;0;1870.33;14479.94;543499.24;0;0.99;0.99;1.11;1.37;1.00;1.06
Prefeitura Municipal de Ocauçu - SP;3533700;SP;4299;612244.01;0;0;1677402.48;0;0;0;594010.91;0;3252020.20;31172.31;4043841.29;37350.67;0;831264.13;0;716537.38;57172.65;0;57345.23;0;0;0;0;0;1274534.79;218379.33;205700.16;0;1.08;1.08;1.06;1.09;1.11;1.30
Prefeitura Municipal de Artur Nogueira - SP;3503802;SP;49346;1706805.71;425296.54;0;9116528.93;0;3710715.93;0;2781081.78;5996394.44;22353299.25;0;28223685.01;1838494.02;0;9354697.83;0;11916884.32;0;0;218193.64;0;0;0;0;1357924.74;233961.84;432673.42;0;4689664.38;1.28;1.28;1.12;1.15;1.32;1.37
Prefeitura Municipal de Nazaré do Piauí - PI;2206704;PI;7279;431854.26;0;0;1903080.56;0;0;0;395620.79;0;3117543.75;0;5375289.40;112009.60;0;467256.38;0;281087.23;381.00;0;37733.19;0;0;0;26578.76;355801.05;16140.89;11546.54;131445.52;0;0.99;0.99;1.01;1.00;0.99;1.20
Prefeitura Municipal de Florianópolis - SC;4205407;SC;461524;40830603.24;10352993.16;0;324231964.47;0;17544362.59;0;39752982.10;107100331.93;238076705.89;11022377.79;286027554.75;11168846.65;0;46973585.93;17870167.73;20010210.56;3454293.94;1720938.61;0;0;0;6747196.35;0;0;25802958.67;966552.57;30550477.85;18149422.95;1.86;1.86;1.20;1.15;1.15;1.66
Prefeitura Municipal de Quebrangulo - AL;2707602;AL;11644;869301.48;0;0;2772586.47;0;0;0;1021851.82;3484516.42;6100535.35;0;9358080.02;400317.62;0;2361510.94;0;60926.73;0;0;999077.37;0;0;0;0;0;0;15820.00;38342.02;1838597.51;1.20;1.20;1.07;1.02;1.24;1.17
Prefeitura Municipal de Colômbia - SP;3512100;SP;6203;1520640.09;0;0;2988274.11;0;0;0;1419204.48;0;8680363.35;0;9940563.29;432342.08;0;4482939.39;342937.98;0;105858.31;0;957286.78;0;0;92587.31;0;0;890438.34;500549.03;1336825.73;0;1.05;1.05;1.03;1.06;1.18;1.36
Prefeitura Municipal de Rodeio Bonito - RS;4315909;RS;5949;470674.01;0;0;2002586.38;0;0;0;391143.50;0;4806026.60;0;4214224.15;202573.90;0;931010.92;1088.47;0;228712.64;0;1411430.21;0;494052.91;25600.00;0;0;1539012.00;78104.84;71933.38;0;1.11;1.11;1.06;1.03;1.12;1.45
Prefeitura Municipal de Cafelândia - SP;3508801;SP;17424;902364.74;0;0;5644130.58;0;11953.88;0;1049781.36;0;12120783.27;0;11349695.04;2119703.98;0;3611637.37;0;1388291.65;0;0;42192.29;0;75443.65;60824.18;58992.04;0;2021465.97;640663.49;2045564.78;0;1.11;1.11;1.13;1.15;1.06;1.39
Prefeitura Municipal de Santa Albertina - SP;3545704;SP;5956;684442.19;0;0;2402647.79;0;0;0;1022073.37;1183185.13;4583511.58;0;4757458.84;0;0;1341181.88;0;0;0;0;384953.49;0;0;154472.30;0;0;1555707.28;358511.38;195001.43;0;1.06;1.06;1.14;1.06;1.07;1.15
Prefeitura Municipal de Rio da Conceição - TO;1718659;TO;1938;409280.83;29000.00;0;1815535.63;0;4002.14;0;718990.40;0;1439816.28;70678.58;1856845.81;31842.71;0;801148.38;0;724.00;1647.00;0;0;0;0;180396.84;1574.72;64826.60;4463.47;234167.63;41926.54;0;1.08;1.08;1.14;1.25;1.22;1.61
Prefeitura Municipal de Coremas - PB;2504801;PB;15400;937108.46;0;0;2222173.85;0;0;0;749230.16;869056.18;7450708.33;0;6661838.77;620036.12;0;2774873.91;0;20049.00;20640.00;0;96667.86;0;0;64642.19;0;0;316.00;0;385904.35;0;1.07;1.07;1.17;1.19;0.99;1.03
Prefeitura Municipal de São Sebastião - SP;3550704;SP;81718;16690480.46;418496.82;19408654.22;42567779.74;0;12645745.37;0;14107524.82;29060760.20;106293769.28;0;107235666.58;9043344.90;0;49919046.14;365889.03;514048.13;3791319.96;0;333380.93;0;0;2121550.03;0;0;0;9590396.26;4461122.11;16316499.50;1.22;1.22;1.21;1.15;1.24;4.54
Prefeitura Municipal de São Roque - SP;3550605;SP;85502;4964205.93;0;0;39172193.58;0;570945.43;0;2513886.96;8442125.90;42363642.58;0;84580782.80;1293402.87;0;18792669.37;0;0;0;0;0;0;0;555239.80;0;0;0;1179746.18;240.17;0;1.17;1.17;1.26;1.20;1.11;1.25
Prefeitura Municipal de Roseira - SP;3544301;SP;10257;812931.58;852530.94;0;1555794.27;0;0;0;1158946.60;0;6083416.42;285115.12;9969705.78;161384.68;0;2396586.01;1736357.24;0;0;0;16292.09;0;0;0;0;0;515229.19;414551.55;0;0;1.19;1.19;1.30;1.27;1.37;2.13
Prefeitura Municipal de Santo Antônio - RN;2411502;RN;23681;1064093.14;0;0;3456090.46;0;0;0;1649201.31;0;10358340.52;0;11768923.59;66996.08;0;3116447.97;0;0;111294.52;0;498715.10;0;0;0;0;0;6750.00;599630.81;847627.62;0;1.03;1.03;0.99;1.00;0.98;1.00
Prefeitura Municipal de São João da Serra - PI;2209906;PI;6101;458433.83;0;0;2318539.51;0;0;0;587468.63;0;3337189.04;0;3794607.91;4600.00;0;513404.01;0;240664.71;28925.90;0;143839.60;0;0;0;0;0;422661.44;0;192181.94;0;0.99;0.99;1.09;1.14;1.02;1.10
Prefeitura Municipal de Sagres - SP;3544707;SP;2458;0;0;0;1116489.06;0;0;0;901274.75;0;2757783.53;0;2549981.23;0;0;1704999.71;0;0;78310.30;0;215799.29;0;0;0;0;0;349209.75;360821.11;347211.64;0;1.11;1.11;1.06;1.09;1.24;1.53
Prefeitura Municipal de Moema - MG;3142403;MG;7406;477081.21;41092.74;0;1241158.57;0;27778.77;0;463493.19;0;3955941.37;0;3092057.01;254841.72;0;2308976.48;32641.89;1239432.84;94004.89;0;253235.46;0;0;0;0;260421.06;32247.08;30310.65;413396.78;0;1.33;1.33;1.04;1.05;1.24;1.30
Prefeitura Municipal de Morpará - BA;2921609;BA;8977;667205.62;0;0;3488176.42;0;243475.84;0;172640.36;0;3736341.03;0;5514268.24;0;0;0;0;0;0;0;212066.69;0;0;0;0;0;0;0;0;0;1.06;1.06;1.31;1.21;1.03;1.38
Prefeitura Municipal de Assaré - CE;2301604;CE;23058;1221227.20;0;0;5293230.13;0;0;0;1838021.04;0;8134590.69;0;16227112.03;859192.81;452.59;1166523.79;0;10230.30;0;0;0;0;0;80846.00;0;99770.75;0;456429.80;0;0;1.00;1.00;1.29;1.22;0.97;1.01
Prefeitura Municipal de Cabo Verde - MG;3109501;MG;14280;432584.27;0;0;3627909.27;0;38961.53;0;1484105.19;0;5121116.49;0;6403025.85;514139.35;0;1476605.51;0;191147.35;13894.72;0;314728.40;0;0;0;22223.59;0;1514258.65;441346.34;1094422.87;0;1.09;1.09;1.05;1.07;1.08;1.19
Prefeitura Municipal de Trajano de Moraes - RJ;3305901;RJ;10348;1856269.15;769129.41;0;7014205.63;0;946323.57;0;1416778.30;3265164.91;8635987.33;0;9244700.97;341847.32;0;5634287.66;62240.00;364563.43;279647.33;0;183039.64;0;0;975993.34;0;0;1267508.47;476671.60;990373.40;0;1.21;1.21;1.04;1.06;1.18;1.81
Prefeitura Municipal de Buritis - MG;3109303;MG;24169;1827086.59;0;0;7241802.43;0;205086.42;0;3336485.58;0;11998233.64;0;21211755.57;949244.92;0;2790133.29;0;429882.91;0;0;1909085.73;0;0;3013.14;0;141459.15;2415510.50;434854.81;1104648.71;0;1.03;1.03;1.05;1.08;1.09;1.19
Prefeitura Municipal de Volta Redonda - RJ;3306305;RJ;262259;31006027.41;0;0;288297513.43;0;418139.91;0;7829111.08;29173.80;158014983.52;910282.64;125977529.66;4243927.07;8688.00;35785790.37;92093.21;32123788.79;1221260.18;0;0;0;7000.00;0;870133.72;0;2948986.71;5642701.21;1637571.28;0;2.11;2.11;1.22;1.15;1.28;1.53
Prefeitura Municipal de Unistalda - RS;4322376;RS;2489;539800.54;0;0;2080408.24;0;0;0;395859.00;0;3008177.21;3500.00;2799065.55;85676.79;0;1170012.11;660.54;85092.21;455.76;0;594218.10;0;0;25.00;0;0;5017.04;15888.46;0;0;1.00;1.00;1.05;1.09;1.08;1.23
Prefeitura Municipal de São José da Lagoa Tapada - PB;2514206;PB;7675;547275.96;0;0;1623991.32;0;302272.68;0;440664.74;1230189.14;3351642.60;0;4023812.81;7217.84;0;971841.82;23520.00;225.00;0;0;2994402.33;0;0;0;0;108591.86;39596.61;48256.46;559966.99;0;1.78;1.78;1.10;1.11;1.90;1.85
Prefeitura Municipal de Rio Formoso - PE;2611903;PE;23078;2021179.51;0;0;5342313.95;0;0;0;1629844.64;2214210.56;8327976.20;0;16660891.05;1595190.57;0;4312961.74;689.00;10750.54;247800.00;0;393296.39;0;0;296429.48;0;0;8036.85;26317.00;0;0;1.05;1.05;1.08;1.08;1.07;1.13
Prefeitura Municipal de Santo Estêvão - BA;2928802;BA;52704;2684722.82;201799.04;0;13762205.89;0;0;0;3163567.06;0;15699982.36;0;27545599.56;2537966.81;0;5975273.80;0;3785280.17;58143.33;0;0;0;0;4591.21;3000.00;148631.74;87970.00;223817.16;585682.74;0;1.11;1.11;1.21;1.21;1.05;1.17
Prefeitura Municipal de São Raimundo das Mangabeiras - MA;2111607;MA;18255;0;0;0;3909031.63;0;0;0;1503346.09;0;7654371.11;0;14708443.67;0;0;1398936.61;420000.00;2083783.21;86865.06;0;116953.32;0;0;0;0;0;5587810.77;10898.50;475053.89;0;1.48;1.48;1.17;1.22;1.30;1.54
Prefeitura Municipal de Damião - PB;2505352;PB;5195;532358.60;0;0;1152622.62;0;0;0;645909.91;261705.66;2542794.80;0;4688073.49;30000.00;0;1346977.69;0;21500.00;0;0;152172.45;0;0;0;0;0;0;119557.91;446875.25;0;1.02;1.02;1.03;1.00;1.04;1.14
Prefeitura Municipal de Faro - PA;1503002;PA;7504;611282.83;0;0;3184236.25;0;0;0;636401.44;0;3983792.06;0;5911829.26;201828.46;0;0;0;49919.78;0;0;162129.11;0;0;0;0;143224.68;120330.00;33874.73;271850.84;0;1.04;1.04;1.19;1.14;1.04;1.18
Prefeitura Municipal de Ronda Alta - RS;4316105;RS;10633;452112.34;0;0;4371464.75;0;0;0;890336.15;713310.01;5937883.39;0;5676157.43;128344.23;0;526320.02;148828.08;38255.28;159573.98;0;860108.08;0;62266.66;57213.00;0;233905.42;811114.89;557218.81;1015209.13;0;1.08;1.08;1.02;1.03;1.03;1.21
Prefeitura Municipal de Iretama - PR;4110805;PR;10730;0;0;0;3338904.22;0;0;0;1158121.42;0;6484944.49;0;6036522.61;63801.05;0;0;0;0;0;0;1272469.49;0;0;0;0;317520.28;2694572.49;130905.86;1090484.36;0;1.17;1.17;1.23;1.16;1.08;1.33
Prefeitura Municipal de Palmas - TO;1721000;TO;265409;26022844.43;2851236.53;0;138144073.73;0;27041580.40;0;20342993.63;18806462.43;143813478.13;5938606.02;199102894.49;12057269.82;957001.19;78977329.28;5822009.54;0;539656.48;0;5689688.37;0;0;6645393.23;3581053.47;0;563006.98;13567783.14;28450141.76;24732529.94;1.24;1.24;1.19;1.15;1.14;1.46
Prefeitura Municipal de Quevedos - RS;4315321;RS;2812;511912.71;0;0;1349380.48;0;0;0;445604.85;567547.40;2551314.44;0;2356342.17;30662.82;0;224613.86;5463.01;268743.97;35924.12;0;866904.37;0;0;0;0;0;1972169.16;4206.37;278125.22;628476.80;1.02;1.02;1.01;1.05;1.10;1.18
Prefeitura Municipal de Vermelho Novo - MG;3171154;MG;4871;564852.20;0;0;2875899.63;0;20874.70;0;494922.37;0;3136274.92;0;2633477.93;207759.91;0;177218.06;33586.56;4162.00;211802.08;0;66553.74;0;0;0;0;0;0;20475.26;56226.57;0;1.01;1.01;1.11;1.11;1.04;1.28
Prefeitura Municipal de Coxim - MS;5003306;MS;33045;2981920.95;543519.31;0;16836820.74;0;0;0;3585625.72;4898366.63;21959088.55;6945.35;15724278.27;369757.64;2140.13;1363823.32;12291.31;275.20;24.00;0;0;0;0;8794.54;0;181113.83;2043075.06;164336.84;758208.40;0;1.30;1.30;1.20;1.20;1.08;1.25
Prefeitura Municipal de Rio de Janeiro - RJ;3304557;RJ;6453682;652244870.43;110702691.72;0;1277755135.94;0;396534618.05;0;624406537.81;2910491946.99;3471242724.18;10367588.45;3140028571.82;194982168.21;4046933.37;3329295082.39;253866223.55;699231803.29;125354837.65;21387043.72;0;0;6520989.74;143689905.16;0;0;246443609.98;189496451.80;1253709459.29;2687821493.27;21.84;21.84;1.31;1.39;1.70;1.66
Prefeitura Municipal de Porteirão - GO;5218052;GO;3624;1155301.00;0;0;3365262.88;0;109861.73;0;1627091.45;822561.59;3623518.02;0;3908652.65;0;9025.92;2434373.24;19991.11;0;0;0;0;0;0;0;0;0;297734.41;355165.52;206435.01;0;1.26;1.26;1.36;1.33;1.15;1.34
Prefeitura Municipal de Avaré - SP;3504503;SP;87820;5784603.41;0;1922077.74;15012215.92;141444.40;2437479.64;0;7748591.01;8920912.36;54575595.02;0;60714746.42;1563983.67;1231.80;15251242.05;547585.71;0;456150.61;0;2526395.63;0;331619.23;1303453.93;0;0;1293466.03;1155121.80;5919467.35;0;1.08;1.08;1.21;1.24;1.05;1.33
Prefeitura Municipal de Macaúbas - BA;2919801;BA;49861;2168969.80;144046.84;0;6087562.06;0;0;0;1649091.58;661646.83;17387873.28;0;28775419.41;822525.06;0;6430256.68;73868.89;3462969.52;116072.02;0;140481.70;0;0;0;0;15523.84;1490531.72;243324.52;825871.57;0;1.04;1.04;1.06;1.08;0.99;1.07
Prefeitura Municipal de Cruzeta - RN;2403004;RN;8173;660144.09;0;0;3115752.28;0;0;0;741646.07;409977.12;4287317.85;0;4876086.05;311488.95;81279.06;57897.36;0;6478.40;0;0;546675.02;0;0;0;0;0;0;174451.55;0;0;1.10;1.10;1.23;1.27;1.05;1.30
Prefeitura Municipal de Arandu - SP;3503109;SP;6343;665052.85;0;0;2458964.00;0;0;0;647821.61;1384268.89;4555570.04;0;4825627.39;316939.86;0;2360759.61;0;0;1275.00;0;216386.11;0;0;0;0;0;0;1262527.89;321885.74;735201.35;1.21;1.21;1.03;1.01;1.19;1.56
Prefeitura Municipal de Boa Vista do Sul - RS;4302253;RS;2859;276411.28;0;0;2987871.80;0;34821.68;0;122962.71;31189.83;2625075.53;0;2251542.13;225280.09;0;187537.20;0;168259.87;92867.30;0;1802310.68;0;0;0;558.04;0;1687756.99;128485.50;766071.60;680452.90;1.26;1.26;1.03;1.07;1.19;1.32
Prefeitura Municipal de São Felipe - BA;2929107;BA;21548;1201911.89;0;0;4700140.11;0;0;0;1077964.56;0;8469926.97;0;13648303.84;175092.17;0;4399277.47;0;0;2120.00;0;427670.97;0;0;0;0;0;0;0;600023.67;0;1.00;1.00;1.07;1.10;0.98;0.97
Prefeitura Municipal de Cromínia - GO;5206503;GO;3622;612400.92;43082.27;0;1196749.66;0;67447.63;0;871424.80;229500.21;3204134.91;97388.41;2352423.60;0;0;972521.54;0;0;23864.60;0;122924.30;0;0;0;0;37096.24;349176.56;46624.27;249042.26;0;1.01;1.01;1.08;1.10;1.11;1.31
Prefeitura Municipal de Parobé - RS;4314050;RS;55056;2659992.86;0;0;13093449.24;0;1264034.28;0;2538728.02;6650902.87;14704081.62;7751.10;35761829.98;1282459.56;644923.35;3665077.86;559660.87;9.00;2710805.50;0;721204.57;0;36335.00;0;0;1117997.16;3298.56;1138714.77;1502500.95;2077522.04;1.15;1.15;1.16;1.10;1.13;1.37
Prefeitura Municipal de Marcolândia - PI;2205953;PI;8186;379839.11;0;0;2292482.93;0;0;0;689804.14;218499.66;3262899.10;92858.00;7762424.47;37260.63;100005.77;245817.97;0;553358.61;49836.00;0;136335.87;0;0;0;111432.45;30421.44;111040.00;24487.68;0;0;1.05;1.05;1.15;1.18;1.03;1.58
Prefeitura Municipal de Pedro Laurentino - PI;2207934;PI;2472;387748.68;0;0;1647641.29;0;0;0;417042.80;0;2187051.72;0;2464096.13;74418.60;0;584390.79;0;161534.86;0;0;123053.54;0;0;0;0;0;0;10497.44;645587.94;0;0.99;0.99;1.00;1.01;1.12;1.38
Prefeitura Municipal de Nova Luzitânia - SP;3533304;SP;3787;561433.06;0;0;2083615.44;0;0;0;750197.69;1475475.86;2518136.76;81967.42;3077663.04;62439.97;0;529484.12;59500.54;246440.00;12679.02;0;248558.35;0;0;0;0;59793.34;403546.13;347710.88;208622.25;866211.87;1.14;1.14;1.08;1.08;1.18;1.38
Prefeitura Municipal de Santo Antônio do Monte - MG;3160405;MG;27556;1179843.96;276296.45;0;6088321.78;30107.37;230749.45;0;876505.46;5095790.95;14070787.40;0;8605615.78;373022.37;0;3660398.04;0;30631.87;0;0;70815.00;0;0;13265.15;66103.19;758059.04;894916.34;756366.02;989728.16;1631556.38;1.25;1.25;1.07;1.07;1.10;1.18
Prefeitura Municipal de Astorga - PR;4102109;PR;25862;1405531.22;0;526353.64;4650305.55;28152.48;493535.76;0;2729688.62;2721286.91;11097082.31;606546.94;13197222.47;794228.40;168779.69;7531099.89;0;0;511831.31;0;22370.87;0;63486.96;27537.69;0;0;1272367.52;765860.79;2136540.58;1657924.02;1.10;1.10;1.24;1.26;1.10;1.39
Prefeitura Municipal de Mato Castelhano - RS;4312138;RS;2563;0;0;0;1786195.14;0;0;0;501099.84;0;2528584.30;0;2663755.88;0;0;3645.00;68340.75;286622.87;244708.65;0;615777.81;0;0;0;41824.65;69180.88;1159049.14;36700.15;0;0;1.00;1.00;1.25;1.39;1.08;1.69
