###Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_absoluto_suav_norm
Prefeitura Municipal de Cambará - PR;  4103602;  PR;  25051; Educação; 36.84%; 8548116.72; 15892989.78; -7344873.06; Saúde; 12.79%; 13673585.98; 11124330.28; 2549255.70; Despesas (Intraorçamentárias); 08.65%; 2065700.34; 340982.37; 1724717.97; Legislativa; 07.10%; 0; 1415064.41; -1415064.41; Urbanismo; 06.44%; 4462681.61; 3178073.05; 1284608.56;  1.11
Prefeitura Municipal de Formosa do Rio Preto - BA;  2911105;  BA;  25074; Educação; 18.62%; 23453761.16; 15892989.78; 7560771.38; Saúde; 14.56%; 17035268.66; 11124330.28; 5910938.38; Transporte; 12.85%; 6647772.48; 1432792.46; 5214980.02; Agricultura; 11.80%; 5543504.28; 754390.51; 4789113.77; Urbanismo; 10.49%; 7438323.54; 3178073.05; 4260250.49;  1.13
Prefeitura Municipal de São Gonçalo do Sapucaí - MG;  3162005;  MG;  25143; Educação; 32.12%; 10477731.14; 15892989.78; -5415258.64; Indústria; 17.74%; 3015234.01; 25227.63; 2990006.38; Administração; 13.05%; 2857158.64; 5057130.89; -2199972.25; Saúde; 08.30%; 9724780.37; 11124330.28; -1399549.91; Previdência Social; 07.27%; 165481.76; 1391369.24; -1225887.48;  1.07
Prefeitura Municipal de Santa Helena - PR;  4123501;  PR;  25159; Administração; 22.95%; 19428965.55; 5057130.89; 14371834.66; Transporte; 18.36%; 12930820.76; 1432792.46; 11498028.30; Educação; 16.13%; 25992828.71; 15892989.78; 10099838.93; Agricultura; 08.71%; 6210019.21; 754390.51; 5455628.70; Urbanismo; 07.67%; 7977571.89; 3178073.05; 4799498.84;  1.23
Prefeitura Municipal de Novo Progresso - PA;  1505031;  PA;  25169; Educação; 29.93%; 20088439.95; 15892989.78; 4195450.17; Urbanismo; 20.62%; 6069284.41; 3178073.05; 2891211.36; Legislativa; 10.09%; 0; 1415064.41; -1415064.41; Previdência Social; 09.92%; 0; 1391369.24; -1391369.24; Saúde; 06.09%; 11978740.71; 11124330.28; 854410.43;  1.08
Prefeitura Municipal de Uauá - BA;  2932002;  BA;  25178; Saúde; 16.00%; 9136120.06; 11124330.28; -1988210.22; Urbanismo; 15.40%; 5090580.13; 3178073.05; 1912507.08; Administração; 14.50%; 3255905.69; 5057130.89; -1801225.20; Transporte; 11.53%; 0; 1432792.46; -1432792.46; Educação; 11.49%; 17320234.53; 15892989.78; 1427244.75;  1.10
Prefeitura Municipal de Governador Nunes Freire - MA;  2104677;  MA;  25188; Educação; 46.01%; 26440665.55; 15892989.78; 10547675.77; Saúde; 12.75%; 14047158.44; 11124330.28; 2922828.16; Transporte; 06.25%; 0; 1432792.46; -1432792.46; Legislativa; 06.17%; 0; 1415064.41; -1415064.41; Previdência Social; 06.07%; 0; 1391369.24; -1391369.24;  1.23
Prefeitura Municipal de Jequitinhonha - MG;  3135803;  MG;  25260; Educação; 40.31%; 9153029.39; 16440965.75; -7287936.36; Administração; 14.27%; 2753867.23; 5333897.43; -2580030.20; Saúde; 08.71%; 12468253.65; 10893614.63; 1574639.02; Previdência Social; 07.70%; 0; 1391369.24; -1391369.24; Encargos Especiais; 05.74%; 2198828.13; 1161884.14; 1036943.99;  1.01
Prefeitura Municipal de Tupaciguara - MG;  3169604;  MG;  25269; Saúde; 22.46%; 14764279.43; 11043828.87; 3720450.56; Administração; 21.76%; 8900646.40; 5296926.67; 3603719.73; Educação; 13.85%; 14191369.04; 16485198.36; -2293829.32; Urbanismo; 09.75%; 1470368.63; 3084652.44; -1614283.81; Legislativa; 08.54%; 0; 1413998.83; -1413998.83;  1.07
Prefeitura Municipal de São João dos Patos - MA;  2111102;  MA;  25287; Legislativa; 14.43%; 0; 1413998.83; -1413998.83; Transporte; 13.89%; 34868.50; 1395741.15; -1360872.65; Previdência Social; 13.47%; 0; 1319970.20; -1319970.20; Encargos Especiais; 09.36%; 337531.64; 1254960.71; -917429.07; Urbanismo; 08.43%; 3910609.87; 3084652.44; 825957.43;  1.27
Prefeitura Municipal de Nova Santa Rita - RS;  4313375;  RS;  25293; Despesas (Intraorçamentárias); 27.03%; 7337568.21; 340982.37; 6996585.84; Administração; 24.07%; 11526666.36; 5296926.67; 6229739.69; Educação; 13.75%; 20045216.07; 16485198.36; 3560017.71; Transporte; 10.56%; 4127744.48; 1395741.15; 2732003.33; Previdência Social; 08.39%; 3491262.39; 1319970.20; 2171292.19;  1.13
Prefeitura Municipal de Garrafão do Norte - PA;  1503077;  PA;  25307; Educação; 52.75%; 28258078.32; 16485198.36; 11772879.96; Administração; 09.00%; 3289316.33; 5296926.67; -2007610.34; Urbanismo; 08.54%; 1177618.16; 3084652.44; -1907034.28; Saúde; 07.33%; 9407077.61; 11043828.87; -1636751.26; Previdência Social; 05.91%; 0; 1319970.20; -1319970.20;  1.07
Prefeitura Municipal de Capão do Leão - RS;  4304663;  RS;  25321; Administração; 33.55%; 11031915.97; 5296926.67; 5734989.30; Saúde; 16.73%; 8183513.97; 11043828.87; -2860314.90; Urbanismo; 14.41%; 620932.61; 3084652.44; -2463719.83; Transporte; 08.17%; 0; 1395741.15; -1395741.15; Previdência Social; 07.64%; 13366.85; 1319970.20; -1306603.35;  1.14
Prefeitura Municipal de Jardim - MS;  5005004;  MS;  25328; Assistência Social; 36.18%; 11902231.90; 1806846.93; 10095384.97; Saúde; 21.49%; 17040919.24; 11043828.87; 5997090.37; Previdência Social; 09.92%; 4087560.87; 1319970.20; 2767590.67; Administração; 05.55%; 3748523.04; 5296926.67; -1548403.63; Transporte; 04.97%; 9178.13; 1395741.15; -1386563.02;  1.17
Prefeitura Municipal de Tanabi - SP;  3553401;  SP;  25335; Urbanismo; 33.03%; 8366264.24; 3084652.44; 5281611.80; Saúde; 20.29%; 14287969.12; 11043828.87; 3244140.25; Administração; 12.34%; 3322727.50; 5296926.67; -1974199.17; Assistência Social; 08.44%; 3157025.70; 1806846.93; 1350178.77; Previdência Social; 08.13%; 2619693.47; 1319970.20; 1299723.27;  1.13
Prefeitura Municipal de Apiaí - SP;  3502705;  SP;  25349; Urbanismo; 25.49%; 6299857.50; 3084652.44; 3215205.06; Saúde; 16.70%; 13150104.15; 11043828.87; 2106275.28; Assistência Social; 11.40%; 3244607.24; 1806846.93; 1437760.31; Previdência Social; 10.46%; 0; 1319970.20; -1319970.20; Segurança Pública; 08.04%; 1064568.70; 50653.80; 1013914.90;  1.09
Prefeitura Municipal de Iguaba Grande - RJ;  3301876;  RJ;  25354; Administração; 38.22%; 18710439.13; 5296926.67; 13413512.46; Saúde; 26.32%; 20279453.54; 11043828.87; 9235624.67; Urbanismo; 08.88%; 6201342.16; 3084652.44; 3116689.72; Legislativa; 05.42%; 3315827.16; 1413998.83; 1901828.33; Transporte; 03.98%; 0; 1395741.15; -1395741.15;  1.14
Prefeitura Municipal de Itinga do Maranhão - MA;  2105427;  MA;  25357; Educação; 20.53%; 19707490.28; 16485198.36; 3222291.92; Urbanismo; 14.95%; 738071.49; 3084652.44; -2346580.95; Saúde; 13.19%; 8973959.27; 11043828.87; -2069869.60; Gestão Ambiental; 08.54%; 1477465.86; 136812.21; 1340653.65; Previdência Social; 08.35%; 9805.60; 1319970.20; -1310164.60;  1.40
Prefeitura Municipal de Quipapá - PE;  2611507;  PE;  25381; Administração; 22.92%; 8520013.44; 5014730.43; 3505283.01; Urbanismo; 18.89%; 318660.15; 3208063.96; -2889403.81; Previdência Social; 14.58%; 3423938.64; 1194696.63; 2229242.01; Saúde; 14.05%; 9039131.28; 11188173.67; -2149042.39; Transporte; 09.30%; 0; 1422834.09; -1422834.09;  1.05
Prefeitura Municipal de Sacramento - MG;  3156908;  MG;  25432; Administração; 45.65%; 21044700.11; 5227782.15; 15816917.96; Saúde; 11.44%; 14974332.86; 11012433.28; 3961899.58; Urbanismo; 09.54%; 6362341.57; 3056764.13; 3305577.44; Saneamento; 08.61%; 3321352.62; 339414.79; 2981937.83; Educação; 06.51%; 18126734.88; 15870924.19; 2255810.69;  1.06
Prefeitura Municipal de Santa Rosa de Viterbo - SP;  3547601;  SP;  25459; Administração; 21.95%; 9420165.37; 5227782.15; 4192383.22; Urbanismo; 20.65%; 7001003.05; 3056764.13; 3944238.92; Saúde; 13.72%; 13632076.30; 11012433.28; 2619643.02; Educação; 09.10%; 14133110.30; 15870924.19; -1737813.89; Previdência Social; 07.15%; 0; 1365893.56; -1365893.56;  1.06
Prefeitura Municipal de Aldeias Altas - MA;  2100303;  MA;  25509; Educação; 46.42%; 25570431.86; 15870924.19; 9699507.67; Saúde; 18.78%; 7088654.42; 11012433.28; -3923778.86; Administração; 07.52%; 3656576.88; 5227782.15; -1571205.27; Previdência Social; 06.54%; 0; 1365893.56; -1365893.56; Transporte; 06.29%; 2644367.79; 1330281.67; 1314086.12;  1.19
Prefeitura Municipal de Itapissuma - PE;  2607752;  PE;  25514; Cultura; 14.16%; 3945051.27; 465457.51; 3479593.76; Saúde; 14.08%; 14473263.05; 11012433.28; 3460829.77; Administração; 12.28%; 8245174.59; 5227782.15; 3017392.44; Educação; 09.24%; 18141085.31; 15870924.19; 2270161.12; Previdência Social; 08.70%; 3503250.58; 1365893.56; 2137357.02;  1.21
Prefeitura Municipal de Vera Cruz - RS;  4322707;  RS;  25525; Despesas (Intraorçamentárias); 19.72%; 3745398.93; 354248.38; 3391150.55; Saneamento; 19.42%; 3678509.75; 339414.79; 3339094.96; Urbanismo; 16.26%; 261263.64; 3056764.13; -2795500.49; Educação; 12.48%; 13725584.04; 15870924.19; -2145340.15; Previdência Social; 05.48%; 2308194.10; 1365893.56; 942300.54;  1.07
Prefeitura Municipal de Guaiúba - CE;  2304954;  CE;  25581; Administração; 14.37%; 3619718.72; 5258482.35; -1638763.63; Educação; 14.20%; 17585908.62; 15966670.87; 1619237.75; Previdência Social; 13.26%; 0; 1511891.85; -1511891.85; Transporte; 11.36%; 93103.29; 1388769.47; -1295666.18; Saúde; 11.02%; 12031522.03; 10775506.00; 1256016.03;  1.04
Prefeitura Municipal de Conceição das Alagoas - MG;  3117306;  MG;  25588; Saúde; 39.52%; 19296994.32; 10952347.36; 8344646.96; Previdência Social; 13.13%; 4138517.73; 1365434.76; 2773082.97; Legislativa; 08.02%; 3109321.83; 1415506.05; 1693815.78; Administração; 07.84%; 6779076.66; 5123758.48; 1655318.18; Saneamento; 06.41%; 1700859.75; 346522.88; 1354336.87;  1.09
Prefeitura Municipal de Condado - PE;  2604601;  PE;  25632; Saúde; 19.40%; 8400204.98; 11032760.31; -2632555.33; Educação; 16.36%; 14127405.60; 16346977.23; -2219571.63; Previdência Social; 12.44%; 2908088.63; 1220030.33; 1688058.30; Transporte; 10.50%; 0; 1425168.12; -1425168.12; Administração; 08.25%; 6241371.98; 5121938.81; 1119433.17;  1.05
Prefeitura Municipal de Tamboril - CE;  2313203;  CE;  25635; Educação; 22.74%; 19324645.77; 15866920.13; 3457725.64; Administração; 19.31%; 2425637.26; 5361956.95; -2936319.69; Previdência Social; 08.98%; 0; 1365434.76; -1365434.76; Urbanismo; 08.95%; 4398055.90; 3036818.64; 1361237.26; Transporte; 07.47%; 44493.32; 1180996.31; -1136502.99;  1.15
Prefeitura Municipal de Martinópolis - SP;  3529203;  SP;  25641; Saúde; 29.86%; 16148457.57; 10765603.19; 5382854.38; Administração; 14.64%; 7946624.71; 5307090.72; 2639533.99; Urbanismo; 13.66%; 5404736.80; 2942100.59; 2462636.21; Encargos Especiais; 10.73%; 3134102.87; 1200246.02; 1933856.85; Saneamento; 08.19%; 1725109.54; 248779.45; 1476330.09;  1.03
Prefeitura Municipal de Encruzilhada do Sul - RS;  4306908;  RS;  25647; Despesas (Intraorçamentárias); 26.23%; 3773611.58; 165567.80; 3608043.78; Saúde; 16.91%; 13184759.07; 10859109.84; 2325649.23; Previdência Social; 15.58%; 3322220.94; 1179805.48; 2142415.46; Administração; 08.71%; 6502674.43; 5304207.01; 1198467.42; Encargos Especiais; 05.19%; 604967.14; 1318817.24; -713850.10;  1.03
Prefeitura Municipal de Alta Floresta D'Oeste - RO;  1100015;  RO;  25652; Administração; 19.59%; 8388645.44; 5462533.06; 2926112.38; Educação; 13.90%; 14092729.90; 16168531.87; -2075801.97; Saúde; 12.66%; 12857377.57; 10966535.62; 1890841.95; Previdência Social; 09.01%; 0; 1345916.53; -1345916.53; Assistência Social; 08.71%; 385725.33; 1687184.60; -1301459.27;  1.13
Prefeitura Municipal de Mata Grande - AL;  2705002;  AL;  25659; Educação; 34.49%; 27099433.01; 16168531.87; 10930901.14; Administração; 15.11%; 10250908.89; 5462533.06; 4788375.83; Despesas (Intraorçamentárias); 09.36%; 3321687.80; 354248.38; 2967439.42; Saúde; 09.36%; 8000054.11; 10966535.62; -2966481.51; Urbanismo; 08.96%; 0; 2841331.06; -2841331.06;  1.19
Prefeitura Municipal de Barra Velha - SC;  4202107;  SC;  25662; Educação; 14.50%; 18620979.35; 16168531.87; 2452447.48; Despesas (Intraorçamentárias); 14.33%; 2777351.52; 354248.38; 2423103.14; Urbanismo; 12.91%; 5023791.13; 2841331.06; 2182460.07; Saúde; 11.64%; 12934674.73; 10966535.62; 1968139.11; Energia; 08.92%; 1510754.14; 2570.92; 1508183.22;  1.11
Prefeitura Municipal de Aimorés - MG;  3101102;  MG;  25685; Educação; 33.76%; 9218477.53; 16168531.87; -6950054.34; Administração; 19.93%; 1359061.80; 5462533.06; -4103471.26; Saúde; 11.95%; 8506327.98; 10966535.62; -2460207.64; Legislativa; 07.28%; 0; 1499501.26; -1499501.26; Urbanismo; 05.00%; 1812415.69; 2841331.06; -1028915.37;  1.17
Prefeitura Municipal de Itaí - SP;  3521804;  SP;  25792; Saúde; 26.81%; 17898672.20; 10966535.62; 6932136.58; Habitação; 15.44%; 4005167.24; 12152.77; 3993014.47; Despesas (Intraorçamentárias); 12.23%; 3517569.97; 354248.38; 3163321.59; Urbanismo; 10.70%; 5607502.43; 2841331.06; 2766171.37; Assistência Social; 09.51%; 4147011.70; 1687184.60; 2459827.10;  1.12
Prefeitura Municipal de Nova Soure - BA;  2922904;  BA;  25813; Educação; 25.77%; 21296483.90; 16347600.21; 4948883.69; Saúde; 20.46%; 7670561.40; 11600322.02; -3929760.62; Administração; 13.68%; 8057713.11; 5431083.99; 2626629.12; Previdência Social; 08.35%; 0; 1604153.31; -1604153.31; Urbanismo; 07.36%; 1740271.60; 3153359.49; -1413087.89;  1.02
Prefeitura Municipal de Três Coroas - RS;  4321709;  RS;  25822; Administração; 27.18%; 10575815.73; 5528347.27; 5047468.46; Educação; 13.64%; 19175428.43; 16641829.81; 2533598.62; Despesas (Intraorçamentárias); 09.47%; 2247889.04; 489784.94; 1758104.10; Urbanismo; 07.29%; 4289863.11; 2935583.27; 1354279.84; Legislativa; 06.33%; 399797.79; 1576068.89; -1176271.10;  1.13
Prefeitura Municipal de Astorga - PR;  4102109;  PR;  25862; Urbanismo; 25.85%; 7531099.89; 2935583.27; 4595516.62; Educação; 19.37%; 13197222.47; 16641829.81; -3444607.34; Despesas (Intraorçamentárias); 06.57%; 1657924.02; 489784.94; 1168139.08; Previdência Social; 06.45%; 2721286.91; 1574253.39; 1147033.52; Assistência Social; 05.45%; 2729688.62; 1760391.71; 969296.91;  1.26
Prefeitura Municipal de Pedro Canário - ES;  3204054;  ES;  25916; Educação; 21.69%; 11932256.50; 16641829.81; -4709573.31; Administração; 19.49%; 9761563.57; 5528347.27; 4233216.30; Despesas (Intraorçamentárias); 10.99%; 2876210.00; 489784.94; 2386425.06; Saúde; 09.20%; 9286185.67; 11284166.26; -1997980.59; Urbanismo; 07.49%; 1309199.80; 2935583.27; -1626383.47;  1.10
Prefeitura Municipal de Palmeiras de Goiás - GO;  5215702;  GO;  25920; Administração; 21.92%; 9658867.04; 5275122.61; 4383744.43; Educação; 15.09%; 13708996.86; 16726868.12; -3017871.26; Previdência Social; 11.61%; 3951197.13; 1629973.43; 2321223.70; Urbanismo; 09.61%; 5066204.70; 3144371.14; 1921833.56; Agricultura; 09.52%; 2388553.94; 484057.88; 1904496.06;  1.04
Prefeitura Municipal de São João da Ponte - MG;  3162401;  MG;  25933; Saúde; 30.29%; 14180256.17; 11163346.79; 3016909.38; Urbanismo; 15.83%; 1587148.88; 3163657.65; -1576508.77; Previdência Social; 08.67%; 1067605.72; 1930667.39; -863061.67; Saneamento; 07.13%; 24381.37; 734270.33; -709888.96; Despesas (Intraorçamentárias); 05.96%; 0; 593218.80; -593218.80;  0.99
Prefeitura Municipal de Independência - CE;  2305605;  CE;  25952; Urbanismo; 25.65%; 363531.03; 3463521.81; -3099990.78; Previdência Social; 15.95%; 0; 1928376.80; -1928376.80; Saúde; 15.26%; 9691982.57; 11536332.68; -1844350.11; Administração; 11.79%; 4378005.52; 5802611.74; -1424606.22; Gestão Ambiental; 05.73%; 889923.41; 197371.13; 692552.28;  1.02
Prefeitura Municipal de Conde - BA;  2908606;  BA;  25961; Educação; 32.95%; 24248078.84; 17266828.91; 6981249.93; Saúde; 13.80%; 8476879.19; 11401274.73; -2924395.54; Urbanismo; 08.98%; 1479988.43; 3383266.02; -1903277.59; Previdência Social; 08.56%; 0; 1813631.53; -1813631.53; Saneamento; 06.21%; 2024793.49; 709464.11; 1315329.38;  1.11
Prefeitura Municipal de Corrente - PI;  2202901;  PI;  26011; Saúde; 28.98%; 8758256.13; 11401274.73; -2643018.60; Administração; 11.28%; 4869967.18; 5899084.18; -1029117.00; Transporte; 07.62%; 160.00; 695163.03; -695003.03; Assistência Social; 07.07%; 1119727.66; 1764415.41; -644687.75; Despesas (Intraorçamentárias); 05.86%; 0; 534426.29; -534426.29;  1.19
Prefeitura Municipal de Nossa Senhora das Dores - SE;  2804607;  SE;  26042; Saúde; 17.68%; 8708026.23; 11401274.73; -2693248.50; Urbanismo; 17.14%; 771127.12; 3383266.02; -2612138.90; Administração; 13.14%; 7901822.89; 5899084.18; 2002738.71; Previdência Social; 11.90%; 0; 1813631.53; -1813631.53; Judiciária; 06.80%; 1060496.30; 24738.44; 1035757.86;  1.14
Prefeitura Municipal de São Joaquim - SC;  4216503;  SC;  26045; Educação; 20.66%; 13576517.11; 17266828.91; -3690311.80; Saúde; 18.66%; 8068803.42; 11401274.73; -3332471.31; Previdência Social; 10.15%; 0; 1813631.53; -1813631.53; Agricultura; 09.14%; 2253042.11; 619949.33; 1633092.78; Encargos Especiais; 06.81%; 0; 1216078.94; -1216078.94;  1.14
Prefeitura Municipal de Queimadas - BA;  2925808;  BA;  26054; Saúde; 19.87%; 7853940.65; 11384675.82; -3530735.17; Urbanismo; 17.70%; 418945.80; 3565222.34; -3146276.54; Educação; 16.54%; 20112548.66; 17173623.01; 2938925.65; Administração; 14.71%; 8289197.99; 5675752.30; 2613445.69; Previdência Social; 10.21%; 0; 1813631.53; -1813631.53;  1.01
Prefeitura Municipal de Alto Alegre do Maranhão - MA;  2100436;  MA;  26056; Saúde; 31.62%; 6360026.85; 11153960.17; -4793933.32; Previdência Social; 11.96%; 0; 1813631.53; -1813631.53; Legislativa; 10.65%; 0; 1615598.25; -1615598.25; Administração; 08.25%; 4701983.55; 5952518.84; -1250535.29; Encargos Especiais; 07.62%; 0; 1156036.29; -1156036.29;  1.31
Prefeitura Municipal de Igaci - AL;  2703106;  AL;  26060; Previdência Social; 22.95%; 4316227.44; 1813631.53; 2502595.91; Administração; 11.18%; 4733144.81; 5952518.84; -1219374.03; Encargos Especiais; 10.60%; 0; 1156036.29; -1156036.29; Saneamento; 06.60%; 0; 719181.57; -719181.57; Urbanismo; 06.28%; 2707708.62; 3392540.70; -684832.08;  1.30
Prefeitura Municipal de Aracoiaba - CE;  2301208;  CE;  26062; Saúde; 47.03%; 18132608.08; 11153960.17; 6978647.91; Urbanismo; 09.53%; 1979173.73; 3392540.70; -1413366.97; Educação; 07.97%; 18904858.84; 17721598.97; 1183259.87; Previdência Social; 05.85%; 2681170.43; 1813631.53; 867538.90; Transporte; 04.36%; 10424.02; 658050.60; -647626.58;  1.20
Prefeitura Municipal de Francisco Sá - MG;  3126703;  MG;  26102; Educação; 48.10%; 8309915.10; 17889877.42; -9579962.32; Administração; 15.61%; 2876088.56; 5983976.19; -3107887.63; Saneamento; 06.15%; 1851110.25; 626626.06; 1224484.19; Saúde; 05.07%; 11926027.18; 10916490.56; 1009536.62; Previdência Social; 04.26%; 918467.33; 1767708.17; -849240.84;  1.04
Prefeitura Municipal de Água Azul do Norte - PA;  1500347;  PA;  26105; Educação; 24.02%; 14205025.76; 17480222.68; -3275196.92; Saúde; 17.34%; 8696978.36; 11060835.36; -2363857.00; Previdência Social; 12.05%; 0; 1642434.60; -1642434.60; Encargos Especiais; 08.26%; 16315.18; 1142809.79; -1126494.61; Saneamento; 05.27%; 0; 719181.57; -719181.57;  1.14
Prefeitura Municipal de Ipixuna - AM;  1301803;  AM;  26118; Educação; 34.66%; 9572105.09; 17480222.68; -7908117.59; Saúde; 17.85%; 6987241.22; 11060835.36; -4073594.14; Urbanismo; 13.96%; 439842.23; 3625193.77; -3185351.54; Previdência Social; 07.20%; 0; 1642434.60; -1642434.60; Legislativa; 07.07%; 0; 1612672.13; -1612672.13;  1.20
Prefeitura Municipal de Bom Jardim - RJ;  3300506;  RJ;  26126; Urbanismo; 20.02%; 11494968.83; 3625193.77; 7869775.06; Saúde; 16.91%; 17705163.59; 11060835.36; 6644328.23; Previdência Social; 16.08%; 7962725.52; 1642434.60; 6320290.92; Administração; 10.41%; 9791218.90; 5701779.95; 4089438.95; Despesas (Intraorçamentárias); 09.36%; 4212940.90; 534426.29; 3678514.61;  1.11
Prefeitura Municipal de Tupanatinga - PE;  2615805;  PE;  26172; Saúde; 24.72%; 7292976.51; 11056548.92; -3763572.41; Urbanismo; 14.70%; 1388935.97; 3627098.80; -2238162.83; Educação; 12.28%; 19500842.14; 17631579.93; 1869262.21; Previdência Social; 09.35%; 2919965.75; 1496436.31; 1423529.44; Administração; 09.13%; 4233722.78; 5623844.74; -1390121.96;  1.00
Prefeitura Municipal de Ipameri - GO;  5210109;  GO;  26178; Previdência Social; 17.67%; 5112397.76; 1642434.60; 3469963.16; Encargos Especiais; 15.40%; 4156089.08; 1132253.49; 3023835.59; Urbanismo; 13.05%; 6071392.52; 3510192.26; 2561200.26; Saúde; 09.82%; 12746729.18; 10819621.65; 1927107.53; Administração; 07.15%; 7058834.90; 5654544.95; 1404289.95;  1.11
Prefeitura Municipal de Mirassol d'Oeste - MT;  5105622;  MT;  26188; Educação; 39.09%; 10103980.21; 17727326.61; -7623346.40; Administração; 16.98%; 8964878.51; 5654544.95; 3310333.56; Previdência Social; 08.42%; 0; 1642434.60; -1642434.60; Urbanismo; 06.62%; 2218389.65; 3510192.26; -1291802.61; Encargos Especiais; 04.97%; 163824.84; 1132253.49; -968428.65;  1.19
Prefeitura Municipal de Canarana - BA;  2906204;  BA;  26200; Saúde; 18.23%; 8274019.24; 10819621.65; -2545602.41; Administração; 13.97%; 7605783.38; 5654544.95; 1951238.43; Previdência Social; 11.76%; 0; 1642434.60; -1642434.60; Urbanismo; 11.69%; 1877313.07; 3510192.26; -1632879.19; Encargos Especiais; 08.11%; 0; 1132253.49; -1132253.49;  1.09
Prefeitura Municipal de Nísia Floresta - RN;  2408201;  RN;  26208; Gestão Ambiental; 23.09%; 2530540.06; 119832.03; 2410708.03; Previdência Social; 15.73%; 0; 1642434.60; -1642434.60; Encargos Especiais; 11.21%; 0; 1170337.89; -1170337.89; Educação; 08.40%; 17585171.76; 18462372.13; -877200.37; Saúde; 06.84%; 10008464.01; 10722363.71; -713899.70;  1.04
Prefeitura Municipal de Marco - CE;  2307809;  CE;  26219; Educação; 44.86%; 24113300.83; 18513433.05; 5599867.78; Administração; 08.88%; 6849300.12; 5741218.60; 1108081.52; Previdência Social; 07.27%; 584583.22; 1491938.95; -907355.73; Saneamento; 05.94%; 15462.92; 756762.29; -741299.37; Agricultura; 04.92%; 22660.52; 637034.52; -614374.00;  1.03
Prefeitura Municipal de São João Nepomuceno - MG;  3162906;  MG;  26227; Educação; 41.17%; 11400746.45; 19244104.28; -7843357.83; Administração; 13.19%; 3269809.28; 5783570.95; -2513761.67; Saneamento; 10.28%; 2582777.45; 624394.46; 1958382.99; Saúde; 05.34%; 11669653.92; 10652013.36; 1017640.56; Previdência Social; 04.70%; 560081.22; 1455812.73; -895731.51;  1.05
Prefeitura Municipal de Icatu - MA;  2105104;  MA;  26240; Educação; 34.76%; 24631351.45; 18995273.91; 5636077.54; Urbanismo; 09.33%; 1706707.85; 3218817.55; -1512109.70; Legislativa; 09.23%; 0; 1496004.92; -1496004.92; Previdência Social; 08.13%; 0; 1317705.74; -1317705.74; Saúde; 07.50%; 9360622.58; 10576258.10; -1215635.52;  1.06
Prefeitura Municipal de Codajás - AM;  1301308;  AM;  26242; Educação; 43.95%; 11058000.75; 18995273.91; -7937273.16; Saúde; 18.66%; 7205992.89; 10576258.10; -3370265.21; Previdência Social; 07.30%; 0; 1317705.74; -1317705.74; Assistência Social; 06.27%; 616040.46; 1748291.68; -1132251.22; Saneamento; 04.14%; 0; 748090.08; -748090.08;  1.08
Prefeitura Municipal de Ilha Solteira - SP;  3520442;  SP;  26242; Saúde; 19.43%; 20346289.30; 10131207.20; 10215082.10; Educação; 12.70%; 24877850.56; 18204013.20; 6673837.36; Urbanismo; 09.57%; 7980840.12; 2951167.23; 5029672.89; Despesas (Intraorçamentárias); 08.49%; 4580916.93; 116699.87; 4464217.06; Saneamento; 07.95%; 4702626.19; 524175.66; 4178450.53;  1.04
Prefeitura Municipal de Viçosa - AL;  2709400;  AL;  26249; Urbanismo; 28.30%; 9241962.24; 2924361.70; 6317600.54; Previdência Social; 17.60%; 5065597.91; 1136248.76; 3929349.15; Educação; 13.76%; 15409763.08; 18482696.26; -3072933.18; Saúde; 12.83%; 13344020.26; 10480156.69; 2863863.57; Despesas (Intraorçamentárias); 08.18%; 2068677.21; 242387.82; 1826289.39;  1.00
Prefeitura Municipal de Batalha - PI;  2201507;  PI;  26277; Administração; 19.37%; 3088392.18; 5252606.17; -2164213.99; Educação; 12.47%; 17174158.71; 18567734.58; -1393575.87; Previdência Social; 10.67%; 0; 1191968.79; -1191968.79; Saúde; 08.67%; 9586943.26; 10556194.60; -969251.34; Urbanismo; 08.55%; 2177560.29; 3133149.57; -955589.28;  1.12
Prefeitura Municipal de Jaciara - MT;  5104807;  MT;  26281; Urbanismo; 29.46%; 13222773.21; 3133149.57; 10089623.64; Saúde; 18.49%; 16890080.17; 10556194.60; 6333885.57; Educação; 17.53%; 12562069.38; 18567734.58; -6005665.20; Saneamento; 05.64%; 2695063.90; 762246.82; 1932817.08; Administração; 05.56%; 7156171.92; 5252606.17; 1903565.75;  1.27
Prefeitura Municipal de Pinheiros - ES;  3204104;  ES;  26309; Administração; 24.25%; 10329101.30; 5252606.17; 5076495.13; Saúde; 14.28%; 13546452.89; 10556194.60; 2990258.29; Urbanismo; 10.67%; 5367640.46; 3133149.57; 2234490.89; Assistência Social; 08.00%; 3384190.99; 1709391.68; 1674799.31; Previdência Social; 05.69%; 0; 1191968.79; -1191968.79;  1.08
